USF Bull Runner_1,USF Bull Runner_432,28.067751,-82.407601,USF Bull Runner_446,28.065764,-82.40739,,,,,,
42,FALSE,FALSE,2181190981411,1469746662000,28.059778,-82.402824,5,7.5,89.300003,6,10,gps
43,FALSE,FALSE,2182185981464,1469746663000,28.059811,-82.402776,4,6.5,68.699997,6,10,gps
44,FALSE,FALSE,2183213309119,1469746664000,28.059856,-82.402737,4,6,43.099998,6,10,gps
45,FALSE,FALSE,2183213309119,1469746664000,28.059856,-82.402737,4,6,43.099998,6,10,gps
46,FALSE,FALSE,2184205816723,1469746665000,28.059909,-82.402722,4,6.5,16.200001,4,10,gps
47,FALSE,FALSE,2185187789379,1469746666000,28.059973,-82.402722,4,7.25,4.2,4,10,gps
48,FALSE,FALSE,2185187789379,1469746666000,28.059973,-82.402722,4,7.25,4.2,4,10,gps
49,FALSE,FALSE,2186188043649,1469746667000,28.060036,-82.402723,3,7.75,359.5,4,10,gps
50,FALSE,FALSE,2186188043649,1469746667000,28.060036,-82.402723,3,7.75,359.5,4,10,gps
51,FALSE,FALSE,2187198658179,1469746668000,28.060112,-82.402725,5,8.5,358.799988,4,10,gps
52,FALSE,FALSE,2187198658179,1469746668000,28.060112,-82.402725,5,8.5,358.799988,4,10,gps
53,FALSE,FALSE,2188195346149,1469746669000,28.060196,-82.402728,5,9,358.899994,4,9,gps
54,FALSE,FALSE,2189223178387,1469746670000,28.060281,-82.402729,4,9.5,359.5,4,10,gps
55,FALSE,FALSE,2189223178387,1469746670000,28.060281,-82.402729,4,9.5,359.5,4,10,gps
56,FALSE,FALSE,2190197778022,1469746671000,28.060369,-82.402731,4,9.75,359.899994,4,10,gps
57,FALSE,FALSE,2191243658803,1469746672000,28.06046,-82.402732,4,9.75,0.5,3,9,gps
58,FALSE,FALSE,2191243658803,1469746672000,28.06046,-82.402732,4,9.75,0.5,3,9,gps
59,FALSE,FALSE,2192181905366,1469746673000,28.06055,-82.402734,3,10,0.3,4,9,gps
60,FALSE,FALSE,2193189330470,1469746674000,28.06065,-82.402727,3,10.25,359.600006,4,8,gps
61,FALSE,FALSE,2193189330470,1469746674000,28.06065,-82.402727,3,10.25,359.600006,4,8,gps
62,FALSE,FALSE,2194204871979,1469746675000,28.06074,-82.402734,4,10.5,359,4,8,gps
63,FALSE,FALSE,2194204871979,1469746675000,28.06074,-82.402734,4,10.5,359,4,8,gps
64,FALSE,FALSE,2195198396353,1469746676000,28.060835,-82.402731,3,10.25,359.5,4,10,gps
65,FALSE,FALSE,2196213856927,1469746677000,28.060937,-82.402731,2,10.5,359.700012,3,10,gps
66,FALSE,FALSE,2196213856927,1469746677000,28.060937,-82.402731,2,10.5,359.700012,3,10,gps
67,FALSE,FALSE,2197183491927,1469746678000,28.061006,-82.402736,0,10.5,359.700012,4,9,gps
68,FALSE,FALSE,2198213368593,1469746679000,28.06111,-82.40274,1,10.75,359.799988,4,9,gps
69,FALSE,FALSE,2198213368593,1469746679000,28.06111,-82.40274,1,10.75,359.799988,4,9,gps
70,FALSE,FALSE,2199234818228,1469746680000,28.061211,-82.402741,0,11,0,4,9,gps
71,FALSE,FALSE,2199234818228,1469746680000,28.061211,-82.402741,0,11,0,4,9,gps
72,FALSE,FALSE,2200202755884,1469746681000,28.061316,-82.402745,0,11.25,0.3,4,9,gps
73,FALSE,FALSE,2201218204529,1469746682000,28.061421,-82.402744,-1,11.5,0.1,4,10,gps
74,FALSE,FALSE,2201218204529,1469746682000,28.061421,-82.402744,-1,11.5,0.1,4,10,gps
75,FALSE,FALSE,2201218204529,1469746682000,28.061421,-82.402744,-1,11.5,0.1,4,10,gps
76,FALSE,FALSE,2202201112446,1469746683000,28.061523,-82.402743,-1,11.75,359.899994,4,9,gps
77,FALSE,FALSE,2203221163069,1469746684000,28.061631,-82.40275,-1,11.75,359.799988,4,9,gps
78,FALSE,FALSE,2203221163069,1469746684000,28.061631,-82.40275,-1,11.75,359.799988,4,9,gps
79,FALSE,FALSE,2204224492393,1469746685000,28.06172,-82.402756,-3,11.5,0.2,4,10,gps
80,FALSE,FALSE,2204224492393,1469746685000,28.06172,-82.402756,-3,11.5,0.2,4,10,gps
81,FALSE,FALSE,2205178373538,1469746686000,28.06183,-82.402759,-3,11.5,0.4,4,10,gps
82,FALSE,FALSE,2206215231454,1469746687000,28.061934,-82.402755,-3,11.5,0.4,4,10,gps
83,FALSE,FALSE,2206215231454,1469746687000,28.061934,-82.402755,-3,11.5,0.4,4,10,gps
84,FALSE,FALSE,2207216560256,1469746688000,28.062047,-82.402757,-3,11.5,0.2,4,10,gps
85,FALSE,FALSE,2207216560256,1469746688000,28.062047,-82.402757,-3,11.5,0.2,4,10,gps
86,FALSE,FALSE,2208183071245,1469746689000,28.062159,-82.402758,-3,11.5,359.5,4,10,gps
87,FALSE,FALSE,2209184065150,1469746690000,28.062267,-82.402758,-2,11.5,359,4,10,gps
88,FALSE,FALSE,2209184065150,1469746690000,28.062267,-82.402758,-2,11.5,359,4,10,gps
89,FALSE,FALSE,2210207475828,1469746691000,28.062369,-82.402761,-3,11.5,358.600006,4,10,gps
90,FALSE,FALSE,2210207475828,1469746691000,28.062369,-82.402761,-3,11.5,358.600006,4,10,gps
91,FALSE,FALSE,2211182317963,1469746692000,28.062468,-82.402764,-3,11.25,358.200012,3,10,gps
92,FALSE,FALSE,2212183377546,1469746693000,28.062566,-82.402768,-3,11.5,357,4,10,gps
93,FALSE,FALSE,2212183377546,1469746693000,28.062566,-82.402768,-3,11.5,357,4,10,gps
94,FALSE,FALSE,2213213767024,1469746694000,28.062672,-82.40277,-3,11,359,4,10,gps
95,FALSE,FALSE,2213213767024,1469746694000,28.062672,-82.40277,-3,11,359,4,10,gps
96,FALSE,FALSE,2214187128274,1469746695000,28.062763,-82.402768,-3,10.75,359.700012,4,10,gps
97,FALSE,FALSE,2215220362389,1469746696000,28.062856,-82.402768,-3,10.5,0.2,4,10,gps
98,FALSE,FALSE,2215220362389,1469746696000,28.062856,-82.402768,-3,10.5,0.2,4,10,gps
99,FALSE,FALSE,2216219246084,1469746697000,28.062945,-82.402762,-4,10,0.7,4,10,gps
100,FALSE,FALSE,2217223780461,1469746698000,28.063036,-82.402761,-4,9.75,0.9,4,10,gps
101,FALSE,FALSE,2217223780461,1469746698000,28.063036,-82.402761,-4,9.75,0.9,4,10,gps
102,FALSE,FALSE,2218184279366,1469746699000,28.063111,-82.402764,-5,9.5,0.5,4,10,gps
103,FALSE,FALSE,2219182248688,1469746700000,28.063206,-82.402759,-3,9.5,0.5,4,10,gps
104,FALSE,FALSE,2219182248688,1469746700000,28.063206,-82.402759,-3,9.5,0.5,4,10,gps
105,FALSE,FALSE,2220214074260,1469746701000,28.063298,-82.402761,-4,9.75,359.700012,4,10,gps
106,FALSE,FALSE,2220214074260,1469746701000,28.063298,-82.402761,-4,9.75,359.700012,4,10,gps
107,FALSE,FALSE,2220214074260,1469746701000,28.063298,-82.402761,-4,9.75,359.700012,4,10,gps
108,FALSE,FALSE,2221186188271,1469746702000,28.063383,-82.402762,-4,9.75,359.200012,4,10,gps
109,FALSE,FALSE,2222208101604,1469746703000,28.06347,-82.402765,-5,10.25,358.799988,4,10,gps
110,FALSE,FALSE,2222208101604,1469746703000,28.06347,-82.402765,-5,10.25,358.799988,4,10,gps
111,FALSE,FALSE,2223213603270,1469746704000,28.063562,-82.402764,-5,10.5,359.700012,4,10,gps
112,FALSE,FALSE,2223213603270,1469746704000,28.063562,-82.402764,-5,10.5,359.700012,4,10,gps
113,FALSE,FALSE,2224217080457,1469746705000,28.063653,-82.402766,-6,10.5,359.899994,4,10,gps
114,FALSE,FALSE,2224217080457,1469746705000,28.063653,-82.402766,-6,10.5,359.899994,4,10,gps
115,FALSE,FALSE,2225226633113,1469746706000,28.063756,-82.402769,-6,10.75,359.899994,4,10,gps
116,FALSE,FALSE,2225226633113,1469746706000,28.063756,-82.402769,-6,10.75,359.899994,4,10,gps
117,FALSE,FALSE,2226212842905,1469746707000,28.063857,-82.402773,-6,10.75,359.700012,4,10,gps
118,FALSE,FALSE,2227183270509,1469746708000,28.063956,-82.402772,-6,11,359.399994,4,10,gps
119,FALSE,FALSE,2227183270509,1469746708000,28.063956,-82.402772,-6,11,359.399994,4,10,gps
120,FALSE,FALSE,2228175272436,1469746709000,28.064045,-82.402749,-9,10.75,359.299988,5,10,gps
121,FALSE,FALSE,2229180694571,1469746710000,28.064141,-82.402744,-9,11,359.299988,4,10,gps
122,FALSE,FALSE,2229180694571,1469746710000,28.064141,-82.402744,-9,11,359.299988,4,10,gps
123,FALSE,FALSE,2230181804414,1469746711000,28.064237,-82.402745,-10,11.25,359.5,4,10,gps
124,FALSE,FALSE,2230181804414,1469746711000,28.064237,-82.402745,-10,11.25,359.5,4,10,gps
125,FALSE,FALSE,2231185376601,1469746712000,28.064327,-82.402749,-11,11.25,359.899994,4,8,gps
126,FALSE,FALSE,2231185376601,1469746712000,28.064327,-82.402749,-11,11.25,359.899994,4,8,gps
127,FALSE,FALSE,2232177923371,1469746713000,28.06441,-82.402754,-12,11,0.3,4,8,gps
128,FALSE,FALSE,2233214195037,1469746714000,28.064522,-82.402755,-13,11,0.2,4,8,gps
129,FALSE,FALSE,2233214195037,1469746714000,28.064522,-82.402755,-13,11,0.2,4,8,gps
130,FALSE,FALSE,2234187145871,1469746715000,28.064593,-82.402754,-14,10.75,0.3,4,9,gps
131,FALSE,FALSE,2235183302641,1469746716000,28.064701,-82.402754,-14,11,0.2,4,9,gps
132,FALSE,FALSE,2235183302641,1469746716000,28.064701,-82.402754,-14,11,0.2,4,9,gps
133,FALSE,FALSE,2236183486598,1469746717000,28.064816,-82.402756,-14,11.5,0.1,4,8,gps
134,FALSE,FALSE,2236183486598,1469746717000,28.064816,-82.402756,-14,11.5,0.1,4,8,gps
135,FALSE,FALSE,2237206645035,1469746718000,28.064922,-82.402753,-14,11.5,0.3,3,9,gps
136,FALSE,FALSE,2237206645035,1469746718000,28.064922,-82.402753,-14,11.5,0.3,3,9,gps
137,FALSE,FALSE,2238206232014,1469746719000,28.065021,-82.402754,-14,11.5,0,4,9,gps
138,FALSE,FALSE,2238206232014,1469746719000,28.065021,-82.402754,-14,11.5,0,4,9,gps
139,FALSE,FALSE,2239217066336,1469746720000,28.065127,-82.402752,-14,11.5,359.5,4,9,gps
140,FALSE,FALSE,2239217066336,1469746720000,28.065127,-82.402752,-14,11.5,359.5,4,9,gps
141,FALSE,FALSE,2239708000000,1469746720532,28.064765,-82.402547,0,0,0,33,0,network
142,FALSE,FALSE,2240183378212,1469746721000,28.065236,-82.402747,-13,11.5,359.5,4,9,gps
143,FALSE,FALSE,2241193877222,1469746722000,28.065346,-82.402748,-13,11.25,359,4,9,gps
144,FALSE,FALSE,2241193877222,1469746722000,28.065346,-82.402748,-13,11.25,359,4,9,gps
145,FALSE,FALSE,2242212884304,1469746723000,28.06544,-82.40275,-13,11,359.100006,4,9,gps
146,FALSE,FALSE,2242212884304,1469746723000,28.06544,-82.40275,-13,11,359.100006,4,9,gps
147,FALSE,FALSE,2243209472533,1469746724000,28.065527,-82.402759,-15,10.75,358.899994,4,9,gps
148,FALSE,FALSE,2244185554617,1469746725000,28.065628,-82.402761,-15,10.75,359.200012,4,8,gps
149,FALSE,FALSE,2244185554617,1469746725000,28.065628,-82.402761,-15,10.75,359.200012,4,8,gps
150,FALSE,FALSE,2245221543574,1469746726000,28.065731,-82.402762,-15,10.75,359.5,4,8,gps
151,FALSE,FALSE,2245221543574,1469746726000,28.065731,-82.402762,-15,10.75,359.5,4,8,gps
152,FALSE,FALSE,2246222291491,1469746727000,28.065832,-82.40276,-14,10.5,0,4,9,gps
153,FALSE,FALSE,2246222291491,1469746727000,28.065832,-82.40276,-14,10.5,0,4,9,gps
154,FALSE,FALSE,2247182915136,1469746728000,28.065919,-82.402763,-15,10.25,0.2,4,10,gps
155,FALSE,FALSE,2248213790083,1469746729000,28.066007,-82.402763,-14,9.75,0.6,4,10,gps
156,FALSE,FALSE,2248213790083,1469746729000,28.066007,-82.402763,-14,9.75,0.6,4,10,gps
157,FALSE,FALSE,2249198621905,1469746730000,28.0661,-82.402758,-13,8.75,0,4,10,gps
158,FALSE,FALSE,2250207601229,1469746731000,28.066156,-82.402764,-13,7.25,359.399994,4,10,gps
159,FALSE,FALSE,2250207601229,1469746731000,28.066156,-82.402764,-13,7.25,359.399994,4,10,gps
160,FALSE,FALSE,2251178029665,1469746732000,28.066178,-82.402764,-15,5,359.100006,4,9,gps
161,FALSE,FALSE,2252219410290,1469746733000,28.066214,-82.402757,-14,3.25,357.799988,4,9,gps
162,FALSE,FALSE,2252219410290,1469746733000,28.066214,-82.402757,-14,3.25,357.799988,4,9,gps
163,FALSE,FALSE,2253185342425,1469746734000,28.06623,-82.402758,-13,1.5,358,3,9,gps
164,FALSE,FALSE,2254190775030,1469746735000,28.06624,-82.402757,-12,0.25,358,3,8,gps
165,FALSE,FALSE,2254190775030,1469746735000,28.06624,-82.402757,-12,0.25,358,3,8,gps
166,FALSE,FALSE,2255213596539,1469746736000,28.066239,-82.40276,-12,0,0,3,8,gps
167,FALSE,FALSE,2255213596539,1469746736000,28.066239,-82.40276,-12,0,0,3,8,gps
168,FALSE,FALSE,2256194041382,1469746737000,28.066243,-82.402759,-12,0,0,3,8,gps
169,FALSE,FALSE,2257212532373,1469746738000,28.066245,-82.402759,-11,0.25,358,4,8,gps
170,FALSE,FALSE,2257212532373,1469746738000,28.066245,-82.402759,-11,0.25,358,4,8,gps
171,FALSE,FALSE,2258186614507,1469746739000,28.066249,-82.402759,-11,0.75,354.100006,4,9,gps
172,FALSE,FALSE,2259186712162,1469746740000,28.066263,-82.402753,-12,2.5,348.600006,3,10,gps
173,FALSE,FALSE,2259186712162,1469746740000,28.066263,-82.402753,-12,2.5,348.600006,3,10,gps
174,FALSE,FALSE,2259701000000,1469746740525,28.064881,-82.402567,0,0,0,40.5,0,network
175,FALSE,FALSE,2260206398256,1469746741000,28.066295,-82.402779,-11,3.75,327.600006,4,9,gps
176,FALSE,FALSE,2260206398256,1469746741000,28.066295,-82.402779,-11,3.75,327.600006,4,9,gps
177,FALSE,FALSE,2261215470391,1469746742000,28.06633,-82.402824,-10,5.5,306.200012,3,10,gps
178,FALSE,FALSE,2261215470391,1469746742000,28.06633,-82.402824,-10,5.5,306.200012,3,10,gps
179,FALSE,FALSE,2262184220703,1469746743000,28.066344,-82.402884,-10,6,284.799988,4,10,gps
180,FALSE,FALSE,2263183241797,1469746744000,28.066332,-82.402961,-10,7.5,266.600006,4,10,gps
181,FALSE,FALSE,2263183241797,1469746744000,28.066332,-82.402961,-10,7.5,266.600006,4,10,gps
182,FALSE,FALSE,2264181357057,1469746745000,28.066328,-82.403056,-9,9,260.299988,3,10,gps
183,FALSE,FALSE,2265178952421,1469746746000,28.066306,-82.403164,-9,10.25,258.200012,4,10,gps
184,FALSE,FALSE,2265178952421,1469746746000,28.066306,-82.403164,-9,10.25,258.200012,4,10,gps
185,FALSE,FALSE,2266181302525,1469746747000,28.066286,-82.403277,-9,11.25,257.100006,4,9,gps
186,FALSE,FALSE,2266181302525,1469746747000,28.066286,-82.403277,-9,11.25,257.100006,4,9,gps
187,FALSE,FALSE,2267182559400,1469746748000,28.066259,-82.403398,-9,12.25,255.699997,4,8,gps
188,FALSE,FALSE,2267182559400,1469746748000,28.066259,-82.403398,-9,12.25,255.699997,4,8,gps
189,FALSE,FALSE,2268180661431,1469746749000,28.066227,-82.403525,-9,13,253.800003,4,8,gps
190,FALSE,FALSE,2269182192367,1469746750000,28.066183,-82.403659,-9,13.75,251.100006,4,7,gps
191,FALSE,FALSE,2269182192367,1469746750000,28.066183,-82.403659,-9,13.75,251.100006,4,7,gps
192,FALSE,FALSE,2270190807575,1469746751000,28.066137,-82.403799,-9,14.5,248.399994,4,7,gps
193,FALSE,FALSE,2270190807575,1469746751000,28.066137,-82.403799,-9,14.5,248.399994,4,7,gps
194,FALSE,FALSE,2271225743877,1469746752000,28.066084,-82.403945,-9,15,247.399994,4,9,gps
195,FALSE,FALSE,2271225743877,1469746752000,28.066084,-82.403945,-9,15,247.399994,4,9,gps
196,FALSE,FALSE,2272189502783,1469746753000,28.066027,-82.40409,-10,15.5,247,4,9,gps
197,FALSE,FALSE,2273215171377,1469746754000,28.065971,-82.40424,-10,15.75,247.5,4,9,gps
198,FALSE,FALSE,2273215171377,1469746754000,28.065971,-82.40424,-10,15.75,247.5,4,9,gps
199,FALSE,FALSE,2274213373511,1469746755000,28.065921,-82.404395,-9,16,248.899994,4,8,gps
200,FALSE,FALSE,2275214420022,1469746756000,28.065873,-82.404552,-9,16.25,251.100006,3,8,gps
201,FALSE,FALSE,2275214420022,1469746756000,28.065873,-82.404552,-9,16.25,251.100006,3,8,gps
202,FALSE,FALSE,2276187050385,1469746757000,28.065828,-82.404722,-10,16.5,254.800003,3,8,gps
203,FALSE,FALSE,2277211189761,1469746758000,28.065789,-82.404884,-10,16.5,254.800003,4,8,gps
204,FALSE,FALSE,2277211189761,1469746758000,28.065789,-82.404884,-10,16.5,254.800003,4,8,gps
205,FALSE,FALSE,2278180964396,1469746759000,28.065769,-82.405044,-12,16.5,259.700012,3,7,gps
206,FALSE,FALSE,2279177467780,1469746760000,28.065743,-82.405209,-12,16.5,259.700012,4,7,gps
207,FALSE,FALSE,2279177467780,1469746760000,28.065743,-82.405209,-12,16.5,259.700012,4,7,gps
208,FALSE,FALSE,2279703000000,1469746760527,28.066174,-82.40246,0,0,0,36,0,network
209,TRUE,FALSE,2280182659083,1469746761000,28.065731,-82.405387,-10,17,263.899994,4,8,gps
210,TRUE,FALSE,2280182659083,1469746761000,28.065731,-82.405387,-10,17,263.899994,4,8,gps
211,TRUE,FALSE,2281183380593,1469746762000,28.065724,-82.405559,-9,16.75,266.899994,4,8,gps
212,TRUE,FALSE,2281183380593,1469746762000,28.065724,-82.405559,-9,16.75,266.899994,4,8,gps
213,TRUE,FALSE,2282182341738,1469746763000,28.065722,-82.405729,-9,16.75,269,4,8,gps
214,TRUE,FALSE,2283178428248,1469746764000,28.065723,-82.405893,-9,16.25,269.600006,4,9,gps
215,TRUE,FALSE,2283178428248,1469746764000,28.065723,-82.405893,-9,16.25,269.600006,4,9,gps
216,TRUE,FALSE,2284186208611,1469746765000,28.065722,-82.406054,-9,15.75,269.899994,4,9,gps
217,TRUE,FALSE,2284186208611,1469746765000,28.065722,-82.406054,-9,15.75,269.899994,4,9,gps
218,TRUE,FALSE,2285210238872,1469746766000,28.065718,-82.406213,-9,15.5,269.299988,4,9,gps
219,TRUE,FALSE,2285210238872,1469746766000,28.065718,-82.406213,-9,15.5,269.299988,4,9,gps
220,TRUE,FALSE,2286188125747,1469746767000,28.065719,-82.406373,-7,15,269.700012,3,10,gps
221,TRUE,FALSE,2287223917256,1469746768000,28.065718,-82.406529,-6,14.75,271.5,4,10,gps
222,TRUE,FALSE,2287223917256,1469746768000,28.065718,-82.406529,-6,14.75,271.5,4,10,gps
223,TRUE,FALSE,2288204783714,1469746769000,28.065722,-82.406672,-6,14,270,3,10,gps
224,TRUE,FALSE,2289230119808,1469746770000,28.065722,-82.406805,-7,13.5,270.600006,4,10,gps
225,TRUE,FALSE,2289230119808,1469746770000,28.065722,-82.406805,-7,13.5,270.600006,4,10,gps
226,TRUE,FALSE,2290180748558,1469746771000,28.065721,-82.406936,-6,12.75,271.299988,4,10,gps
227,TRUE,FALSE,2291209037724,1469746772000,28.065712,-82.407048,-6,12,269.899994,4,9,gps
228,TRUE,FALSE,2291209037724,1469746772000,28.065712,-82.407048,-6,12,269.899994,4,9,gps
229,TRUE,FALSE,2292203612255,1469746773000,28.065705,-82.407166,-5,12,271.200012,3,8,gps
230,TRUE,FALSE,2293212306941,1469746774000,28.06572,-82.407299,-4,11.75,272.200012,3,8,gps
231,TRUE,FALSE,2293212306941,1469746774000,28.06572,-82.407299,-4,11.75,272.200012,3,8,gps
232,TRUE,FALSE,2294197046628,1469746775000,28.065728,-82.407413,-4,11.5,272.600006,3,9,gps
233,TRUE,FALSE,2295205956420,1469746776000,28.065731,-82.40752,-4,11,272.5,4,9,gps
234,TRUE,FALSE,2295205956420,1469746776000,28.065731,-82.40752,-4,11,272.5,4,9,gps
235,TRUE,TRUE,2296212487358,1469746777000,28.065732,-82.40762,-5,10.5,271.799988,3,9,gps
236,TRUE,TRUE,2296212487358,1469746777000,28.065732,-82.40762,-5,10.5,271.799988,3,9,gps
237,TRUE,TRUE,2297179695847,1469746778000,28.065736,-82.407719,-6,9.75,271.799988,3,9,gps
238,TRUE,TRUE,2298183163346,1469746779000,28.065741,-82.407802,-6,8.25,270.399994,3,9,gps
239,TRUE,TRUE,2298183163346,1469746779000,28.065741,-82.407802,-6,8.25,270.399994,3,9,gps
240,TRUE,TRUE,2299182179076,1469746780000,28.065745,-82.407865,-6,6.5,271,4,9,gps
241,TRUE,TRUE,2299182179076,1469746780000,28.065745,-82.407865,-6,6.5,271,4,9,gps
242,TRUE,TRUE,2300225594752,1469746781000,28.065753,-82.407921,-5,6,279.399994,4,9,gps
243,TRUE,TRUE,2300225594752,1469746781000,28.065753,-82.407921,-5,6,279.399994,4,9,gps
244,TRUE,TRUE,2301182451418,1469746782000,28.065782,-82.407968,-5,5.5,293.299988,4,9,gps
245,TRUE,TRUE,2302197087251,1469746783000,28.065812,-82.408014,-4,5.75,311.399994,3,10,gps
246,TRUE,TRUE,2302197087251,1469746783000,28.065812,-82.408014,-4,5.75,311.399994,3,10,gps
247,TRUE,TRUE,2303220337407,1469746784000,28.065874,-82.408035,-7,6.25,334.700012,3,10,gps
248,TRUE,TRUE,2303220337407,1469746784000,28.065874,-82.408035,-7,6.25,334.700012,3,10,gps
249,TRUE,TRUE,2304181979751,1469746785000,28.065926,-82.408057,-7,6.25,340.299988,4,10,gps
250,TRUE,TRUE,2305220690271,1469746786000,28.06601,-82.408047,-6,8,0.4,3,10,gps
251,TRUE,TRUE,2305220690271,1469746786000,28.06601,-82.408047,-6,8,0.4,3,10,gps
252,TRUE,TRUE,2306235867041,1469746787000,28.066086,-82.408039,-5,8.5,2.3,4,10,gps
253,TRUE,TRUE,2306235867041,1469746787000,28.066086,-82.408039,-5,8.5,2.3,4,10,gps
254,TRUE,TRUE,2307181372927,1469746788000,28.066173,-82.408021,-4,8.75,5.2,3,10,gps
255,TRUE,TRUE,2308237442821,1469746789000,28.066248,-82.408013,-4,8.75,8.3,3,10,gps
256,TRUE,TRUE,2308237442821,1469746789000,28.066248,-82.408013,-4,8.75,8.3,3,10,gps
257,TRUE,TRUE,2309230585999,1469746790000,28.066331,-82.407998,-3,9,8.5,3,10,gps
258,TRUE,TRUE,2310219420060,1469746791000,28.066408,-82.407977,-3,9,8.9,4,10,gps
259,TRUE,TRUE,2310219420060,1469746791000,28.066408,-82.407977,-3,9,8.9,4,10,gps
260,TRUE,TRUE,2311218101779,1469746792000,28.066495,-82.407963,-2,9.25,9.2,4,10,gps
261,TRUE,TRUE,2312212781154,1469746793000,28.066583,-82.407953,-2,9.5,9.7,3,10,gps
262,TRUE,TRUE,2312212781154,1469746793000,28.066583,-82.407953,-2,9.5,9.7,3,10,gps
263,TRUE,TRUE,2313232855840,1469746794000,28.066669,-82.407939,-1,9.5,8.7,4,10,gps
