Hillsborough Area Regional Transit_144512,Hillsborough Area Regional Transit_4552,28.053455,-82.416369,Hillsborough Area Regional Transit_3109,28.0578,-82.415793,,,,,,
0,TRUE,FALSE,8806850000000,1468000000000,28.057735,-82.415764,-11,0.75,254,3.9,0,fused
1,TRUE,FALSE,8807020000000,1468000000000,28.057735,-82.415764,-11,0.75,254,3.9,0,fused
2,TRUE,FALSE,8807980000000,1468000000000,28.057751,-82.415739,-9,0.75,57.700001,4,8,gps
3,TRUE,FALSE,8807980000000,1468000000000,28.057751,-82.415739,-9,0.75,57.700001,4,8,gps
4,TRUE,FALSE,8808980000000,1468000000000,28.057758,-82.415731,-10,0.75,57.700001,4,8,gps
5,TRUE,FALSE,8808980000000,1468000000000,28.057758,-82.415731,-10,0.75,57.700001,4,8,gps
6,TRUE,FALSE,8809980000000,1468000000000,28.057766,-82.415728,-9,0,0,4,9,gps
7,TRUE,FALSE,8809980000000,1468000000000,28.057766,-82.415728,-9,0,0,4,9,gps
8,TRUE,FALSE,8810980000000,1468000000000,28.05777,-82.415728,-10,0,0,4,7,gps
9,TRUE,FALSE,8810980000000,1468000000000,28.05777,-82.415728,-10,0,0,4,7,gps
10,TRUE,FALSE,8811990000000,1468000000000,28.057771,-82.415728,-9,0,0,5,7,gps
11,TRUE,FALSE,8811990000000,1468000000000,28.057771,-82.415728,-9,0,0,5,7,gps
12,TRUE,FALSE,8811990000000,1468000000000,28.057771,-82.415728,-9,0,0,5,7,gps
13,TRUE,FALSE,8811990000000,1468000000000,28.057771,-82.415728,-9,0,0,5,7,gps
14,TRUE,FALSE,8812990000000,1468000000000,28.05777,-82.415731,-10,0,0,5,8,gps
15,TRUE,FALSE,8813990000000,1468000000000,28.057771,-82.415731,-10,0.25,57.700001,5,8,gps
16,TRUE,FALSE,8813990000000,1468000000000,28.057771,-82.415731,-10,0.25,57.700001,5,8,gps
17,TRUE,FALSE,8814990000000,1468000000000,28.057771,-82.415737,-8,0,0,5,7,gps
18,TRUE,FALSE,8815990000000,1468000000000,28.057769,-82.415739,-8,0,0,6,8,gps
19,TRUE,FALSE,8815990000000,1468000000000,28.057769,-82.415739,-8,0,0,6,8,gps
20,TRUE,FALSE,88170000000,1468000000000,28.057768,-82.415743,-7,0,0,6,8,gps
21,TRUE,FALSE,88170000000,1468000000000,28.057768,-82.415743,-7,0,0,6,8,gps
22,TRUE,FALSE,8817990000000,1468000000000,28.057767,-82.415744,-8,0,0,6,8,gps
23,TRUE,FALSE,8818990000000,1468000000000,28.057766,-82.415746,-7,0,0,5,8,gps
24,TRUE,FALSE,8818990000000,1468000000000,28.057766,-82.415746,-7,0,0,5,8,gps
25,TRUE,FALSE,8819980000000,1468000000000,28.057766,-82.415746,-7,0,0,6,8,gps
26,TRUE,FALSE,8820980000000,1468000000000,28.057761,-82.415752,-7,0,0,5,7,gps
27,TRUE,FALSE,8820980000000,1468000000000,28.057761,-82.415752,-7,0,0,5,7,gps
