Hillsborough Area Regional Transit_144514,Hillsborough Area Regional Transit_4552,28.053455,-82.416369,Hillsborough Area Regional Transit_3109,28.0578,-82.415793,,,,,,
20,TRUE,TRUE,6861230000000,1467390000000,28.057592,-82.415215,-23,9.75,117,10,0,fused
21,TRUE,TRUE,6862230000000,1467390000000,28.05755,-82.415118,-23,10,118,10,0,fused
22,TRUE,TRUE,6862230000000,1467390000000,28.05755,-82.415118,-23,10,118,10,0,fused
23,TRUE,TRUE,6863240000000,1467390000000,28.057515,-82.415028,-25,10.5,116,10,0,fused
24,TRUE,TRUE,6863240000000,1467390000000,28.057515,-82.415028,-25,10.5,116,10,0,fused
25,TRUE,TRUE,6864240000000,1467390000000,28.057479,-82.414942,-25,10.25,115.300003,10,10,gps
26,TRUE,TRUE,6865230000000,1467390000000,28.057441,-82.414844,-24,10.75,113,10,0,fused
27,TRUE,TRUE,6865230000000,1467390000000,28.057441,-82.414844,-24,10.75,113,10,0,fused
28,TRUE,TRUE,6866270000000,1467390000000,28.057398,-82.414719,-23,11.25,110,9,0,fused
29,TRUE,TRUE,6866270000000,1467390000000,28.057398,-82.414719,-23,11.25,110,9,0,fused
30,TRUE,TRUE,6867230000000,1467390000000,28.057354,-82.414586,-23,11.75,109.699997,9,10,gps
31,TRUE,TRUE,6868230000000,1467390000000,28.057321,-82.414471,-23,11.75,108,9,0,fused
32,TRUE,TRUE,6868230000000,1467390000000,28.057321,-82.414471,-23,11.75,108,9,0,fused
33,TRUE,TRUE,6869230000000,1467390000000,28.057285,-82.414358,-23,12,106,9,0,fused
34,TRUE,TRUE,6869230000000,1467390000000,28.057285,-82.414358,-23,12,106,9,0,fused
35,TRUE,TRUE,6870260000000,1467390000000,28.057258,-82.414223,-21,12,105,9,0,fused
36,TRUE,TRUE,6870260000000,1467390000000,28.057258,-82.414223,-21,12,105,9,0,fused
37,TRUE,TRUE,6871240000000,1467390000000,28.057231,-82.414116,-20,11.75,103.699997,10,10,gps
38,TRUE,TRUE,6871240000000,1467390000000,28.057231,-82.414116,-20,11.75,103.699997,10,10,gps
39,TRUE,TRUE,6871240000000,1467390000000,28.057231,-82.414116,-20,11.75,103.699997,10,10,gps
40,TRUE,TRUE,6871240000000,1467390000000,28.057231,-82.414116,-20,11.75,103.699997,10,10,gps
41,TRUE,TRUE,6872240000000,1467390000000,28.057201,-82.413999,-19,11.25,104,10,10,gps
42,TRUE,TRUE,6873250000000,1467390000000,28.057174,-82.413907,-18,10.5,102,10,0,fused
43,TRUE,TRUE,6873250000000,1467390000000,28.057174,-82.413907,-18,10.5,102,10,0,fused
44,TRUE,TRUE,6874250000000,1467390000000,28.05717,-82.413816,-19,9.25,97,10,0,fused
45,TRUE,TRUE,6874250000000,1467390000000,28.05717,-82.413816,-19,9.25,97,10,0,fused
46,TRUE,TRUE,6875250000000,1467390000000,28.057166,-82.413714,-19,9.25,97,10,0,fused
47,TRUE,TRUE,6875250000000,1467390000000,28.057166,-82.413714,-19,9.25,97,10,0,fused
48,TRUE,TRUE,6876240000000,1467390000000,28.057138,-82.413634,-18,8,96.900002,10,10,gps
49,TRUE,TRUE,6877240000000,1467390000000,28.057127,-82.413554,-17,7.25,95,10,0,fused
50,TRUE,TRUE,6877240000000,1467390000000,28.057127,-82.413554,-17,7.25,95,10,0,fused
51,TRUE,TRUE,6878250000000,1467390000000,28.057119,-82.413472,-16,6.75,97,11,0,fused
52,TRUE,TRUE,6878250000000,1467390000000,28.057119,-82.413472,-16,6.75,97,11,0,fused
53,TRUE,TRUE,6879240000000,1467390000000,28.05712,-82.413435,-16,5.25,96.199997,11,10,gps
54,TRUE,TRUE,6880230000000,1467390000000,28.057112,-82.413408,-16,4.75,106,11,0,fused
55,TRUE,TRUE,6880230000000,1467390000000,28.057112,-82.413408,-16,4.75,106,11,0,fused
56,TRUE,TRUE,6881240000000,1467390000000,28.05709,-82.413382,-17,5,124,10,0,fused
57,TRUE,TRUE,6881240000000,1467390000000,28.05709,-82.413382,-17,5,124,10,0,fused
58,TRUE,TRUE,6882240000000,1467390000000,28.057061,-82.413342,-16,5.25,127,11,0,fused
59,TRUE,TRUE,6882240000000,1467390000000,28.057061,-82.413342,-16,5.25,127,11,0,fused
60,TRUE,TRUE,6883250000000,1467390000000,28.056993,-82.413325,-16,6,155,11,0,fused
61,TRUE,TRUE,6883250000000,1467390000000,28.056993,-82.413325,-16,6,155,11,0,fused
62,TRUE,TRUE,6884250000000,1467390000000,28.056933,-82.413349,-16,6.25,181,11,0,fused
63,TRUE,TRUE,6884250000000,1467390000000,28.056933,-82.413349,-16,6.25,181,11,0,fused
64,TRUE,TRUE,6885240000000,1467390000000,28.056865,-82.413338,-16,7.5,177.899994,12,10,gps
65,TRUE,TRUE,6886250000000,1467390000000,28.056791,-82.413322,-18,8.25,174,12,0,fused
66,TRUE,TRUE,6886250000000,1467390000000,28.056791,-82.413322,-18,8.25,174,12,0,fused
67,TRUE,TRUE,6887250000000,1467390000000,28.056702,-82.413324,-17,9.25,178,12,0,fused
68,TRUE,TRUE,6887250000000,1467390000000,28.056702,-82.413324,-17,9.25,178,12,0,fused
