Hillsborough Area Regional Transit_171492,Hillsborough Area Regional Transit_1757,28.051043,-82.504041,Hillsborough Area Regional Transit_1756,28.049276,-82.504196,,,,,,
0,FALSE,FALSE,1134310000000,1466700000000,28.040763,-82.504678,-20,0.605392,257.799988,4,9,gps
1,FALSE,FALSE,1168970000000,1466700000000,28.040583,-82.505349,0,0,0,35.355,0,fused
2,FALSE,FALSE,1168970000000,1466700000000,28.040583,-82.505349,0,0,0,35.355,0,fused
3,FALSE,FALSE,1174030000000,1466700000000,28.040583,-82.505349,0,0,0,28.867001,0,fused
4,FALSE,FALSE,1174030000000,1466700000000,28.040583,-82.505349,0,0,0,28.867001,0,fused
5,FALSE,FALSE,1174310000000,1466700000000,28.040812,-82.504806,2,0,0,9,10,gps
6,FALSE,FALSE,1175320000000,1466700000000,28.040798,-82.504795,-3,0,0,7,10,gps
7,FALSE,FALSE,1175320000000,1466700000000,28.040798,-82.504795,-3,0,0,7,10,gps
8,FALSE,FALSE,1176310000000,1466700000000,28.040779,-82.504774,-6,0,0,5,10,gps
9,FALSE,FALSE,1177310000000,1466700000000,28.040781,-82.50477,-7,0,0,4,10,gps
10,FALSE,FALSE,1177310000000,1466700000000,28.040781,-82.50477,-7,0,0,4,10,gps
11,FALSE,FALSE,1178310000000,1466700000000,28.040785,-82.504775,-9,0,0,4,10,gps
12,FALSE,FALSE,1178310000000,1466700000000,28.040785,-82.504775,-9,0,0,4,10,gps
13,FALSE,FALSE,1179320000000,1466700000000,28.040787,-82.504774,-9,0,0,3,10,gps
14,FALSE,FALSE,1179320000000,1466700000000,28.040787,-82.504774,-9,0,0,3,10,gps
15,FALSE,FALSE,1180320000000,1466700000000,28.040795,-82.504772,-11,0.848528,359.600006,3,10,gps
16,FALSE,FALSE,1180320000000,1466700000000,28.040795,-82.504772,-11,0.848528,359.600006,3,10,gps
17,FALSE,FALSE,1181320000000,1466700000000,28.040805,-82.504775,-9,1.520526,359.5,3,10,gps
18,FALSE,FALSE,1182320000000,1466700000000,28.040817,-82.504771,-10,2.460325,359,3,10,gps
19,FALSE,FALSE,1182320000000,1466700000000,28.040817,-82.504771,-10,2.460325,359,3,10,gps
20,FALSE,FALSE,1183310000000,1466700000000,28.040857,-82.504769,-11,3.770212,358.200012,3,10,gps
21,FALSE,FALSE,1184320000000,1466700000000,28.040903,-82.504765,-8,5.210345,358.5,3,10,gps
22,FALSE,FALSE,1184320000000,1466700000000,28.040903,-82.504765,-8,5.210345,358.5,3,10,gps
23,FALSE,FALSE,1185320000000,1466700000000,28.040958,-82.504761,-8,6.620189,358.399994,3,10,gps
24,FALSE,FALSE,1185320000000,1466700000000,28.040958,-82.504761,-8,6.620189,358.399994,3,10,gps
25,FALSE,FALSE,1186320000000,1466700000000,28.041029,-82.504763,-9,7.9,358.5,3,10,gps
26,FALSE,FALSE,1186320000000,1466700000000,28.041029,-82.504763,-9,7.9,358.5,3,10,gps
27,FALSE,FALSE,1187310000000,1466700000000,28.041108,-82.504763,-9,9.160048,357.600006,3,10,gps
28,FALSE,FALSE,1188310000000,1466700000000,28.041202,-82.504764,-9,10.210123,357.100006,3,10,gps
29,FALSE,FALSE,1188310000000,1466700000000,28.041202,-82.504764,-9,10.210123,357.100006,3,10,gps
30,FALSE,FALSE,1189320000000,1466700000000,28.0413,-82.504765,-8,11.110072,357.399994,3,10,gps
31,FALSE,FALSE,1189320000000,1466700000000,28.0413,-82.504765,-8,11.110072,357.399994,3,10,gps
32,FALSE,FALSE,1190320000000,1466700000000,28.041411,-82.504768,-8,11.970016,357.5,3,10,gps
33,FALSE,FALSE,1190320000000,1466700000000,28.041411,-82.504768,-8,11.970016,357.5,3,10,gps
34,FALSE,FALSE,1191320000000,1466700000000,28.041526,-82.504777,-8,12.750063,358.200012,3,10,gps
35,FALSE,FALSE,1191320000000,1466700000000,28.041526,-82.504777,-8,12.750063,358.200012,3,10,gps
36,FALSE,FALSE,1192320000000,1466700000000,28.04164,-82.504768,-8,13.57,359.200012,3,10,gps
37,FALSE,FALSE,1192320000000,1466700000000,28.04164,-82.504768,-8,13.57,359.200012,3,10,gps
38,FALSE,FALSE,1193320000000,1466700000000,28.04177,-82.504768,-9,14.170127,359.799988,3,10,gps
39,FALSE,FALSE,1194320000000,1466700000000,28.041902,-82.504772,-10,14.88,1.3,3,10,gps
40,FALSE,FALSE,1194320000000,1466700000000,28.041902,-82.504772,-10,14.88,1.3,3,10,gps
41,FALSE,FALSE,1195320000000,1466700000000,28.042039,-82.504759,-10,15.490051,2,3,10,gps
42,FALSE,FALSE,1195320000000,1466700000000,28.042039,-82.504759,-10,15.490051,2,3,10,gps
43,FALSE,FALSE,1196310000000,1466700000000,28.042187,-82.504749,-11,16.070004,2.4,3,10,gps
44,FALSE,FALSE,1197320000000,1466700000000,28.042332,-82.504741,-9,16.720505,2.1,3,9,gps
45,FALSE,FALSE,1197320000000,1466700000000,28.042332,-82.504741,-9,16.720505,2.1,3,9,gps
46,FALSE,FALSE,1198320000000,1466700000000,28.042479,-82.504715,-12,17.161821,2.3,3,6,gps
47,FALSE,FALSE,1198320000000,1466700000000,28.042479,-82.504715,-12,17.161821,2.3,3,6,gps
