Hillsborough Area Regional Transit_152343,Hillsborough Area Regional Transit_4607,28.068972,-82.423058,Hillsborough Area Regional Transit_6669,28.07316,-82.426234,,,,,,
0,FALSE,FALSE,47456588273122,1467845239231,28.080627,-82.423763,-18,13.391494,257,10,0,fused
1,FALSE,FALSE,47457587572757,1467845240000,28.080592,-82.423894,-18,13.200545,254.800003,10,9,gps
2,FALSE,FALSE,47458580839996,1467845241000,28.080557,-82.42401,-18,12.900189,254.199997,10,9,gps
3,FALSE,FALSE,47459588287340,1467845242196,28.080525,-82.424135,-17,12.740141,253,12,0,fused
4,FALSE,FALSE,47459588287340,1467845242196,28.080525,-82.424135,-17,12.740141,253,12,0,fused
5,FALSE,FALSE,47460581825100,1467845243000,28.08048,-82.424246,-18,12.600036,251.800003,14,9,gps
6,FALSE,FALSE,47461573158433,1467845244180,28.080433,-82.424365,-19,13.021859,248,14,0,fused
7,FALSE,FALSE,47462574504630,1467845245182,28.080372,-82.424439,-20,11.560212,245,13,0,fused
8,FALSE,FALSE,47463576572911,1467845246186,28.080329,-82.42449,-20,8.586734,242,12,0,fused
9,FALSE,FALSE,47463576572911,1467845246186,28.080329,-82.42449,-20,8.586734,242,12,0,fused
10,FALSE,FALSE,47464579865098,1467845247188,28.080306,-82.424508,-18,7.390332,237,11,0,fused
11,FALSE,FALSE,47464579865098,1467845247188,28.080306,-82.424508,-18,7.390332,237,11,0,fused
12,FALSE,FALSE,47465579871764,1467845248187,28.080271,-82.424575,-18,7.531122,239,12,0,fused
13,FALSE,FALSE,47466577249785,1467845249000,28.080233,-82.424635,-18,6.823548,239.899994,12,9,gps
14,FALSE,FALSE,47467586158014,1467845250195,28.0802,-82.424674,-18,6.858251,238,11,0,fused
15,FALSE,FALSE,47468580386242,1467845251000,28.080183,-82.424758,-17,6.270032,240.699997,10,9,gps
16,FALSE,FALSE,47469581730044,1467845252189,28.08015,-82.42483,-15,5.230086,237,10,0,fused
17,FALSE,FALSE,47469581730044,1467845252189,28.08015,-82.42483,-15,5.230086,237,10,0,fused
18,FALSE,FALSE,47470583302335,1467845253191,28.080144,-82.424862,-14,3.31,237,10,0,fused
