Hillsborough Area Regional Transit_194265,Hillsborough Area Regional Transit_7679,28.032435,-82.423511,Hillsborough Area Regional Transit_5554,28.032462,-82.426948,,,,,,
0,FALSE,FALSE,17464361970445,1468778934000,28.032783,-82.447509,-20,18.810129,91,9,11,gps
1,FALSE,FALSE,17464361970445,1468778934000,28.032783,-82.447509,-20,18.810129,91,9,11,gps
2,FALSE,FALSE,17464361970445,1468778934000,28.032783,-82.447509,-20,18.810129,91,9,11,gps
3,FALSE,FALSE,17465367769820,1468778935000,28.032777,-82.447312,-20,19.050064,91.300003,9,11,gps
4,FALSE,FALSE,17466362864975,1468778936000,28.032774,-82.447115,-19,19.340042,91.599998,9,11,gps
5,FALSE,FALSE,17467360291798,1468778937000,28.032767,-82.44692,-19,18.920067,91.099998,9,11,gps
6,FALSE,FALSE,17467360291798,1468778937000,28.032767,-82.44692,-19,18.920067,91.099998,9,11,gps
7,FALSE,FALSE,17468361822787,1468778938000,28.032767,-82.446718,-19,19.6,91,9,11,gps
8,FALSE,FALSE,17468361822787,1468778938000,28.032767,-82.446718,-19,19.6,91,9,11,gps
9,FALSE,FALSE,17469384125651,1468778939000,28.032765,-82.44651,-20,19.380093,90.199997,9,11,gps
10,FALSE,FALSE,17469384125651,1468778939000,28.032765,-82.44651,-20,19.380093,90.199997,9,11,gps
11,FALSE,FALSE,17470376414141,1468778940000,28.032752,-82.446311,-20,19.650572,92.599998,10,11,gps
12,FALSE,FALSE,17471359917786,1468778941000,28.032753,-82.446122,-21,19.450066,91.900002,10,11,gps
13,FALSE,FALSE,17471359917786,1468778941000,28.032753,-82.446122,-21,19.450066,91.900002,10,11,gps
14,FALSE,FALSE,17472365033932,1468778942000,28.032762,-82.445931,-20,19.230009,90.199997,12,11,gps
15,FALSE,FALSE,17472365033932,1468778942000,28.032762,-82.445931,-20,19.230009,90.199997,12,11,gps
16,FALSE,FALSE,17473358766952,1468778943000,28.032753,-82.445722,-20,19.510092,91,10,11,gps
17,FALSE,FALSE,17474357875181,1468778944000,28.032745,-82.445509,-19,19.610001,91.699997,10,11,gps
18,FALSE,FALSE,17474357875181,1468778944000,28.032745,-82.445509,-19,19.610001,91.699997,10,11,gps
19,FALSE,FALSE,17475357154660,1468778945000,28.032744,-82.445313,-18,19.430092,90.400002,10,11,gps
20,FALSE,FALSE,17475357154660,1468778945000,28.032744,-82.445313,-18,19.430092,90.400002,10,11,gps
21,FALSE,FALSE,17476358270961,1468778946000,28.032744,-82.445113,-19,19.760002,90.800003,10,11,gps
22,FALSE,FALSE,17476358270961,1468778946000,28.032744,-82.445113,-19,19.760002,90.800003,10,11,gps
23,FALSE,FALSE,17477360423461,1468778947000,28.032736,-82.44491,-19,19.800062,90.599998,10,11,gps
24,FALSE,FALSE,17477360423461,1468778947000,28.032736,-82.44491,-19,19.800062,90.599998,10,11,gps
25,FALSE,FALSE,17478360260127,1468778948000,28.032742,-82.444716,-17,19.580002,89.5,11,11,gps
26,FALSE,FALSE,17478360260127,1468778948000,28.032742,-82.444716,-17,19.580002,89.5,11,11,gps
27,FALSE,FALSE,17479362187887,1468778949000,28.032746,-82.444529,-18,19.380041,89.699997,11,11,gps
28,FALSE,FALSE,17479362187887,1468778949000,28.032746,-82.444529,-18,19.380041,89.699997,11,11,gps
29,FALSE,FALSE,17480361545283,1468778950000,28.03273,-82.44431,-16,20.14002,92,11,11,gps
30,FALSE,FALSE,17481358533199,1468778951000,28.032715,-82.444103,-16,20.370415,93,11,11,gps
31,FALSE,FALSE,17481358533199,1468778951000,28.032715,-82.444103,-16,20.370415,93,11,11,gps
32,FALSE,FALSE,17482359320178,1468778952000,28.032704,-82.443892,-16,20.290024,92.099998,11,11,gps
33,FALSE,FALSE,17482359320178,1468778952000,28.032704,-82.443892,-16,20.290024,92.099998,11,11,gps
34,FALSE,FALSE,17483356458823,1468778953000,28.032701,-82.4437,-16,19.76,91.400002,11,11,gps
35,FALSE,FALSE,17484357219344,1468778954000,28.032698,-82.443486,-15,19.830305,91.599998,11,11,gps
36,FALSE,FALSE,17484357219344,1468778954000,28.032698,-82.443486,-15,19.830305,91.599998,11,11,gps
37,FALSE,FALSE,17484357219344,1468778954000,28.032698,-82.443486,-15,19.830305,91.599998,11,11,gps
