Hillsborough Area Regional Transit_144506,Hillsborough Area Regional Transit_7706,28.022635,-82.41567,Hillsborough Area Regional Transit_1631,28.02499,-82.4165,,,,,,
0,FALSE,FALSE,38278569126789,1467836062410,28.045871,-82.415984,-4,6.730067,270,13,0,fused
1,FALSE,FALSE,38278569126789,1467836062410,28.045871,-82.415984,-4,6.730067,270,13,0,fused
2,FALSE,FALSE,38278569126789,1467836062410,28.045871,-82.415984,-4,6.730067,270,13,0,fused
3,FALSE,FALSE,38278569126789,1467836062410,28.045871,-82.415984,-4,6.730067,270,13,0,fused
4,FALSE,FALSE,38278569126789,1467836062410,28.045871,-82.415984,-4,6.730067,270,13,0,fused
5,FALSE,FALSE,38278569126789,1467836062410,28.045871,-82.415984,-4,6.730067,270,13,0,fused
6,FALSE,FALSE,38424558673817,1467836208000,28.044155,-82.416389,-16,0.722496,219.300003,13,7,gps
7,FALSE,FALSE,38425555314650,1467836209248,28.044176,-82.416376,-21,0.90824,204,10,0,fused
8,FALSE,FALSE,38426561972254,1467836210000,28.044162,-82.416346,-13,0.68,179.800003,8,8,gps
9,FALSE,FALSE,38427563771264,1467836211256,28.044164,-82.41637,-11,0.660984,199,6,0,fused
10,FALSE,FALSE,38427563771264,1467836211256,28.044164,-82.41637,-11,0.660984,199,6,0,fused
11,FALSE,FALSE,38428564945378,1467836212259,28.044178,-82.416388,-9,0,0,5,0,fused
12,FALSE,FALSE,38429564380794,1467836213258,28.044184,-82.416399,-7,0,0,5,0,fused
13,FALSE,FALSE,38430559864961,1467836214000,28.044191,-82.416406,-6,0,0,4,9,gps
14,FALSE,FALSE,38431556902981,1467836215248,28.044191,-82.416406,-6,0,0,4,0,fused
15,FALSE,FALSE,38432556194804,1467836216252,28.044194,-82.41641,-5,0,0,4,0,fused
16,FALSE,FALSE,38433557094439,1467836217000,28.044193,-82.416413,-5,0.215407,138.199997,3,8,gps
17,FALSE,FALSE,38434564590740,1467836218257,28.044198,-82.416421,-6,0,0,3.9,0,fused
18,FALSE,FALSE,38435558635740,1467836219000,28.044198,-82.41642,-6,0,0,3,9,gps
19,FALSE,FALSE,38436556589646,1467836220250,28.044198,-82.416414,-5,0,0,3.9,0,fused
20,FALSE,FALSE,38437556423083,1467836221248,28.044197,-82.416411,-6,0.04,0,3.9,0,fused
21,FALSE,FALSE,38438564058447,1467836222256,28.044196,-82.416409,-5,0.243516,198,3.9,0,fused
22,FALSE,FALSE,38439561922874,1467836223000,28.044195,-82.416413,-6,0.632851,213.399994,3,9,gps
23,FALSE,FALSE,38440560601571,1467836224000,28.04419,-82.416416,-5,0.518941,213,3,9,gps
24,FALSE,FALSE,38441559454227,1467836225000,28.04418,-82.416415,-5,0.784474,212.899994,3,9,gps
25,FALSE,FALSE,38442558770946,1467836226250,28.044166,-82.416414,-3,1.013903,177,3.9,0,fused
26,FALSE,FALSE,38443558097716,1467836227252,28.044152,-82.416414,-2,0.987623,178,3.9,0,fused
27,FALSE,FALSE,38444557927455,1467836228000,28.04415,-82.416417,-1,0.784347,178.199997,4,9,gps
28,FALSE,FALSE,38445557874851,1467836229000,28.044151,-82.416427,-3,0.348855,178.699997,3,9,gps
29,FALSE,FALSE,38446557615007,1467836230251,28.04415,-82.416426,-4,0,0,3.9,0,fused
30,FALSE,FALSE,38447559956985,1467836231253,28.044147,-82.416426,-4,0.02,0,4,0,fused
31,FALSE,FALSE,38448559571047,1467836232000,28.044146,-82.416426,-4,0,0,3,8,gps
32,FALSE,FALSE,38448559571047,1467836232254,28.044146,-82.416426,-4,0,0,3.9,0,fused
33,FALSE,FALSE,38448559571047,1467836232254,28.044146,-82.416426,-4,0,0,3.9,0,fused
34,FALSE,FALSE,38449556373443,1467836233000,28.044145,-82.416422,-4,0,0,3,8,gps
35,FALSE,FALSE,38450558992036,1467836234251,28.044143,-82.416419,-4,0,0,3.9,0,fused
36,FALSE,FALSE,38451555902400,1467836235000,28.044141,-82.416416,-4,0,0,3,8,gps
37,FALSE,FALSE,38452555930629,1467836236000,28.04414,-82.416414,-4,0,0,3,8,gps
38,FALSE,FALSE,38453556512660,1467836237251,28.04414,-82.416412,-4,0,0,3.9,0,fused
39,FALSE,FALSE,38454559150628,1467836238251,28.044142,-82.416412,-3,0,0,3.9,0,fused
40,FALSE,FALSE,38455557872607,1467836239000,28.044142,-82.416412,-3,0,0,3,8,gps
41,FALSE,FALSE,38456556106044,1467836240250,28.044142,-82.416413,-3,0,0,3.9,0,fused
42,FALSE,FALSE,38457557471565,1467836241000,28.044142,-82.416412,-3,0,0,3,9,gps
43,FALSE,FALSE,38458555833231,1467836242000,28.044143,-82.416412,-3,0,0,3,9,gps
44,FALSE,FALSE,38459558213699,1467836243251,28.044143,-82.416413,-3,0,0,3.9,0,fused
45,FALSE,FALSE,38460563049689,1467836244000,28.044143,-82.416411,-3,0,0,3,9,gps
46,FALSE,FALSE,38461567828230,1467836245000,28.044143,-82.416412,-3,0,0,3,9,gps
47,FALSE,FALSE,38462557322084,1467836246000,28.044143,-82.416412,-3,0,0,3,9,gps
48,FALSE,FALSE,38463554886458,1467836247248,28.044143,-82.416412,-3,0,0,3.9,0,fused
49,FALSE,FALSE,38464558203541,1467836248258,28.044143,-82.416412,-3,0,0,3.9,0,fused
50,FALSE,FALSE,38465557473385,1467836249000,28.044143,-82.416411,-3,0,0,3,8,gps
51,FALSE,FALSE,38466569945728,1467836250000,28.044144,-82.416413,-3,0.23,0,3,9,gps
52,FALSE,FALSE,38467558395676,1467836251000,28.044139,-82.416412,-2,0,0,3,9,gps
53,FALSE,FALSE,38467558395676,1467836251000,28.044139,-82.416412,-2,0,0,3,9,gps
54,FALSE,FALSE,38468566552759,1467836252259,28.044141,-82.416412,-2,0,0,3.9,0,fused
55,FALSE,FALSE,38469558539685,1467836253000,28.044142,-82.416413,-3,0,0,3,9,gps
56,FALSE,FALSE,38470556490310,1467836254257,28.04414,-82.41641,-3,0,0,3.9,0,fused
57,FALSE,FALSE,38471561213122,1467836255000,28.04414,-82.416412,-3,0,0,3,9,gps
58,FALSE,FALSE,38472555973017,1467836256000,28.04414,-82.416412,-3,0,0,3,9,gps
59,FALSE,FALSE,38473555593121,1467836257000,28.04414,-82.416412,-4,0,0,3,9,gps
60,FALSE,FALSE,38474560198173,1467836258252,28.044139,-82.416411,-4,0,0,3.9,0,fused
61,FALSE,FALSE,38475558329631,1467836259000,28.044144,-82.416413,-4,0.196469,179,3,9,gps
62,FALSE,FALSE,38476560707391,1467836260252,28.044144,-82.416417,-4,0,0,3.9,0,fused
63,FALSE,FALSE,38477555851713,1467836261000,28.044145,-82.416417,-4,0,0,3,9,gps
64,FALSE,FALSE,38478558134578,1467836262250,28.044148,-82.416412,-5,0,0,3.9,0,fused
65,FALSE,FALSE,38479556039004,1467836263000,28.044148,-82.416413,-6,0,0,3,9,gps
66,FALSE,FALSE,38480555702441,1467836264247,28.044147,-82.416408,-6,0,0,3.9,0,fused
67,FALSE,FALSE,38481556358431,1467836265000,28.044144,-82.416413,-6,0,0,3,9,gps
68,FALSE,FALSE,38482554078743,1467836266000,28.044144,-82.416415,-7,0,0,3,9,gps
69,FALSE,FALSE,38483556918742,1467836267000,28.044141,-82.41642,-7,0,0,3,9,gps
70,FALSE,FALSE,38484557358325,1467836268249,28.044138,-82.416424,-7,0,0,3.9,0,fused
71,FALSE,FALSE,38485562052335,1467836269255,28.044136,-82.416424,-7,0,0,3.9,0,fused
72,FALSE,FALSE,38486562864002,1467836270256,28.044136,-82.416424,-7,0,0,3.9,0,fused
73,FALSE,FALSE,38487556183428,1467836271000,28.044136,-82.416424,-7,0,0,3,9,gps
74,FALSE,FALSE,38488564322386,1467836272256,28.044134,-82.416415,-7,0.424264,179,3.9,0,fused
75,FALSE,FALSE,38488564322386,1467836272256,28.044134,-82.416415,-7,0.424264,179,3.9,0,fused
76,FALSE,FALSE,38488564322386,1467836272256,28.044134,-82.416415,-7,0.424264,179,3.9,0,fused
77,FALSE,FALSE,38489560084990,1467836273000,28.044137,-82.416415,-7,0.202485,179,3,9,gps
78,FALSE,FALSE,38490559471917,1467836274000,28.044138,-82.416414,-6,0,0,3,9,gps
79,FALSE,FALSE,38491559754573,1467836275255,28.044139,-82.416415,-7,0,0,3.9,0,fused
80,FALSE,FALSE,38492558781551,1467836276000,28.044142,-82.41642,-7,0,0,3,9,gps
