Hillsborough Area Regional Transit_144480,Hillsborough Area Regional Transit_6497,28.066021,-82.429922,Hillsborough Area Regional Transit_3075,28.065622,-82.427307,,,,,,
0,FALSE,FALSE,6190512000000,1467996061525,28.045859,-82.415979,0,0,0,24.658001,0,fused
1,FALSE,FALSE,6190512000000,1467996061526,28.045859,-82.415979,0,0,0,24.658001,0,network
2,FALSE,FALSE,6192991078949,1467996064000,28.047001,-82.41616,-12,15.25,1.3,13,7,gps
3,FALSE,FALSE,6192991078949,1467996064000,28.047001,-82.41616,-12,15.25,1.3,13,7,gps
4,FALSE,FALSE,6193995745406,1467996065000,28.047146,-82.416249,-21,16,0.4,10,7,gps
5,FALSE,FALSE,6193995745406,1467996065000,28.047146,-82.416249,-21,16,0.4,10,7,gps
6,FALSE,FALSE,6194997186656,1467996066000,28.047265,-82.416218,-21,15.75,0.8,10,7,gps
7,FALSE,FALSE,6194997186656,1467996066000,28.047265,-82.416218,-21,15.75,0.8,10,7,gps
8,FALSE,FALSE,6194997186656,1467996066000,28.047265,-82.416218,-21,15.75,0.8,10,7,gps
9,FALSE,FALSE,6194997186656,1467996066000,28.047265,-82.416218,-21,15.75,0.8,10,7,gps
10,FALSE,FALSE,6195996872228,1467996067000,28.047449,-82.416198,-15,16.25,0.5,10,8,gps
11,FALSE,FALSE,6196998569259,1467996068000,28.047584,-82.416172,-16,16,1.2,9,8,gps
12,FALSE,FALSE,6196998569259,1467996068000,28.047584,-82.416172,-16,16,1.2,9,8,gps
13,FALSE,FALSE,6197995763634,1467996069000,28.04774,-82.416169,-15,16.25,0.7,9,8,gps
14,FALSE,FALSE,6198995498582,1467996070000,28.047902,-82.416178,-11,16.5,359.899994,9,8,gps
15,FALSE,FALSE,6198995498582,1467996070000,28.047902,-82.416178,-11,16.5,359.899994,9,8,gps
16,FALSE,FALSE,6199995075404,1467996071000,28.048056,-82.416183,-11,16.5,0,9,8,gps
17,FALSE,FALSE,6199995075404,1467996071000,28.048056,-82.416183,-11,16.5,0,9,8,gps
18,FALSE,FALSE,6200995781497,1467996072000,28.048218,-82.416187,-9,16.75,359.600006,8,9,gps
19,FALSE,FALSE,6200995781497,1467996072000,28.048218,-82.416187,-9,16.75,359.600006,8,9,gps
20,FALSE,FALSE,6201998202226,1467996073000,28.048358,-82.416169,-10,16.75,0.7,6,9,gps
21,FALSE,FALSE,6201998202226,1467996073000,28.048358,-82.416169,-10,16.75,0.7,6,9,gps
22,FALSE,FALSE,6202998943163,1467996074000,28.048497,-82.41616,-10,16.25,0.2,6,9,gps
23,FALSE,FALSE,6202998943163,1467996074000,28.048497,-82.41616,-10,16.25,0.2,6,9,gps
24,FALSE,FALSE,6204015004257,1467996075000,28.048643,-82.41616,-11,16,0.9,5,9,gps
