Hillsborough Area Regional Transit_144506,Hillsborough Area Regional Transit_3109,28.057800,-82.415793,Hillsborough Area Regional Transit_4551,28.058051,-82.417802
2085960509740,1462476371360,28.057983,-82.418322,-25.000000,10.500000,90.000000,7.000000,0,fused
2086972112864,1462476372408,28.057987,-82.418221,-24.000000,10.250000,89.000000,8.000000,0,fused
2087971229478,1462476373000,28.057992,-82.418108,-23.000000,10.750000,90.400002,8.000000,8,gps
2088973990104,1462476374396,28.057987,-82.418005,-23.000000,10.000000,92.000000,8.000000,0,fused
2089970078904,1462476375000,28.057994,-82.417910,-25.000000,9.000000,95.199997,9.000000,8,gps
2090972603176,1462476376375,28.058003,-82.417836,-27.000000,7.250000,93.000000,9.000000,0,fused
2091971489685,1462476377000,28.058006,-82.417794,-28.000000,4.000000,81.500000,9.000000,8,gps
2092969531612,1462476378387,28.058019,-82.417794,-31.000000,2.500000,101.000000,9.000000,0,fused
2093969032237,1462476379369,28.058009,-82.417773,-30.000000,2.750000,103.000000,9.000000,0,fused
2094968996715,1462476380000,28.058008,-82.417713,-30.000000,4.250000,89.099998,8.000000,9,gps
2095970271559,1462476381000,28.057992,-82.417655,-31.000000,5.250000,91.500000,9.000000,9,gps
2096967785412,1462476382000,28.057987,-82.417591,-31.000000,6.250000,93.000000,9.000000,9,gps
2097969987547,1462476383373,28.057984,-82.417499,-31.000000,7.750000,89.000000,9.000000,0,fused
2098963349996,1462476384000,28.057990,-82.417370,-30.000000,9.750000,90.500000,12.000000,9,gps
2099969610880,1462476385371,28.058008,-82.417281,-30.000000,10.000000,89.000000,12.000000,0,fused
2100969515827,1462476386377,28.058013,-82.417161,-28.000000,11.750000,88.000000,12.000000,0,fused
2101969540515,1462476387371,28.058028,-82.417045,-27.000000,11.750000,87.000000,13.000000,0,fused
2102969851868,1462476388384,28.058052,-82.416938,-25.000000,11.750000,84.000000,13.000000,0,fused
2103969290149,1462476389383,28.058054,-82.416816,-23.000000,11.750000,87.000000,15.000000,0,fused
2104969336555,1462476390370,28.058020,-82.416734,-21.000000,11.250000,96.000000,15.000000,0,fused
2104969336555,1462476390370,28.058020,-82.416734,-21.000000,11.250000,96.000000,15.000000,0,fused
2105970376763,1462476391371,28.058009,-82.416646,-19.000000,12.000000,95.000000,13.000000,0,fused
2106970933586,1462476392378,28.058005,-82.416485,-20.000000,12.250000,95.000000,14.000000,0,fused
2107971819731,1462476393372,28.057992,-82.416423,-20.000000,10.500000,100.000000,13.000000,0,fused
2108971657283,1462476394373,28.057968,-82.416342,-19.000000,8.750000,103.000000,13.000000,0,fused
2109969174417,1462476395000,28.057952,-82.416282,-18.000000,7.000000,102.500000,13.000000,9,gps
2110969653740,1462476396372,28.057944,-82.416264,-18.000000,5.250000,105.000000,12.000000,0,fused
2111970005719,1462476397372,28.057931,-82.416198,-17.000000,5.500000,103.000000,13.000000,0,fused
2112972683115,1462476398383,28.057922,-82.416155,-18.000000,4.250000,107.000000,12.000000,0,fused
2113972501969,1462476399400,28.057912,-82.416104,-18.000000,4.500000,105.000000,12.000000,0,fused
2114970224260,1462476400000,28.057909,-82.416065,-17.000000,4.250000,106.199997,12.000000,8,gps
2115968831967,1462476401000,28.057894,-82.416028,-16.000000,3.750000,106.300003,12.000000,8,gps
2116970128478,1462476402370,28.057884,-82.415994,-15.000000,2.750000,107.000000,12.000000,0,fused
2117970194102,1462476403370,28.057882,-82.415987,-15.000000,2.250000,110.000000,12.000000,0,fused
2118969864831,1462476404000,28.057857,-82.415962,-16.000000,2.500000,127.900002,12.000000,8,gps
2119971946446,1462476405372,28.057829,-82.415927,-15.000000,3.250000,132.000000,12.000000,0,fused
2120969749101,1462476406000,28.057806,-82.415898,-14.000000,3.750000,134.399994,14.000000,8,gps
2121971346705,1462476407371,28.057802,-82.415772,-14.000000,5.750000,112.000000,13.000000,0,fused
2122974436132,1462476408398,28.057795,-82.415678,-15.000000,6.250000,111.000000,11.000000,0,fused
2123973086392,1462476409000,28.057757,-82.415628,-13.000000,6.250000,111.800003,12.000000,8,gps
2123973086392,1462476409000,28.057757,-82.415628,-13.000000,6.250000,111.800003,12.000000,8,gps
2124969707693,1462476410370,28.057728,-82.415595,-14.000000,6.000000,112.000000,12.000000,0,fused
2125973169516,1462476411387,28.057682,-82.415494,-14.000000,8.750000,117.000000,11.000000,0,fused
2126967920766,1462476412000,28.057639,-82.415405,-13.000000,9.750000,117.800003,11.000000,10,gps
