Hillsborough Area Regional Transit_144477,Hillsborough Area Regional Transit_6497,28.066021,-82.429922,Hillsborough Area Regional Transit_3075,28.065622,-82.427307,,,,,,
0,FALSE,FALSE,1327025000000,1466618929014,28.050549,-82.416169,0,0,0,36,0,network
1,FALSE,FALSE,1327025000000,1466618929014,28.050549,-82.416169,0,0,0,36,0,network
2,FALSE,FALSE,1327025000000,1466618929014,28.050549,-82.416169,0,0,0,36,0,network
3,FALSE,FALSE,1340292932060,1466618943000,28.051408,-82.416176,11,13.25,0.4,19,11,gps
4,FALSE,FALSE,1340292932060,1466618943000,28.051408,-82.416176,11,13.25,0.4,19,11,gps
5,FALSE,FALSE,1341291856798,1466618944000,28.051546,-82.416175,2,14.25,359.899994,5,11,gps
6,FALSE,FALSE,1341291856798,1466618944000,28.051546,-82.416175,2,14.25,359.899994,5,11,gps
7,FALSE,FALSE,1342283756485,1466618945000,28.051673,-82.416153,-3,15,0.5,4,11,gps
8,FALSE,FALSE,1342283756485,1466618945000,28.051673,-82.416153,-3,15,0.5,4,11,gps
9,FALSE,FALSE,1343288236798,1466618946000,28.051825,-82.416163,-5,15.25,359.700012,4,10,gps
10,FALSE,FALSE,1343288236798,1466618946000,28.051825,-82.416163,-5,15.25,359.700012,4,10,gps
11,FALSE,FALSE,1344301958047,1466618947000,28.051961,-82.416163,-6,15.25,359.700012,5,10,gps
12,FALSE,FALSE,1344301958047,1466618947000,28.051961,-82.416163,-6,15.25,359.700012,5,10,gps
13,FALSE,FALSE,1345281665339,1466618948000,28.052104,-82.416159,-5,15.75,359.399994,4,7,gps
14,FALSE,FALSE,1346287519817,1466618949000,28.052274,-82.416164,-5,16.25,0.2,4,8,gps
15,FALSE,FALSE,1346287519817,1466618949000,28.052274,-82.416164,-5,16.25,0.2,4,8,gps
16,FALSE,FALSE,1347300252577,1466618950000,28.052423,-82.416164,-8,16,359.899994,4,9,gps
17,FALSE,FALSE,1347300252577,1466618950000,28.052423,-82.416164,-8,16,359.899994,4,9,gps
18,FALSE,FALSE,1348301140910,1466618951000,28.052556,-82.416167,-11,15.75,0,3,9,gps
19,FALSE,FALSE,1348301140910,1466618951000,28.052556,-82.416167,-11,15.75,0,3,9,gps
20,FALSE,FALSE,1349301938514,1466618952000,28.052692,-82.41617,-12,15.25,0,3,9,gps
21,FALSE,FALSE,1349301938514,1466618952000,28.052692,-82.41617,-12,15.25,0,3,9,gps
22,FALSE,FALSE,1350290582523,1466618953000,28.052811,-82.416172,-13,14.75,0.1,3,9,gps
23,FALSE,FALSE,1351288786794,1466618954000,28.052948,-82.416176,-14,14.5,0.6,3,10,gps
24,FALSE,FALSE,1351288786794,1466618954000,28.052948,-82.416176,-14,14.5,0.6,3,10,gps
