USF Bull Runner_5,USF Bull Runner_418,28.065787,-82.412041,USF Bull Runner_426,28.065759,-82.409847,,,,,,
25,FALSE,FALSE,4739397666717,1468939601000,28.059093,-82.413411,-13,0,0,3,9,gps
26,FALSE,FALSE,4740396421561,1468939602000,28.059094,-82.41341,-13,0,0,3,9,gps
27,FALSE,FALSE,4741403569321,1468939603000,28.059095,-82.41341,-13,0,0,3,9,gps
28,FALSE,FALSE,4741403569321,1468939603000,28.059095,-82.41341,-13,0,0,3,9,gps
29,FALSE,FALSE,4742414997133,1468939604000,28.059096,-82.413409,-13,0,0,3,9,gps
30,FALSE,FALSE,4742414997133,1468939604000,28.059096,-82.413409,-13,0,0,3,9,gps
31,FALSE,FALSE,4743407339216,1468939605000,28.059095,-82.413409,-13,0.25,164.399994,4,8,gps
32,FALSE,FALSE,4744413921247,1468939606000,28.059091,-82.413406,-13,0.5,164.399994,3,9,gps
33,FALSE,FALSE,4744413921247,1468939606000,28.059091,-82.413406,-13,0.5,164.399994,3,9,gps
34,FALSE,FALSE,4745405300048,1468939607000,28.059083,-82.4134,-12,0.75,164.399994,4,9,gps
35,FALSE,FALSE,4745405300048,1468939607000,28.059083,-82.4134,-12,0.75,164.399994,4,9,gps
36,FALSE,FALSE,4746396057704,1468939608000,28.059064,-82.413386,-13,2.25,151.399994,3,9,gps
37,FALSE,FALSE,4746396057704,1468939608000,28.059064,-82.413386,-13,2.25,151.399994,3,9,gps
38,FALSE,FALSE,4747403250517,1468939609000,28.059037,-82.413368,-13,3,150.600006,4,9,gps
39,FALSE,FALSE,4747403250517,1468939609000,28.059037,-82.413368,-13,3,150.600006,4,9,gps
40,FALSE,FALSE,4748403554370,1468939610000,28.059002,-82.413349,-13,4,152.5,3,9,gps
41,FALSE,FALSE,4748403554370,1468939610000,28.059002,-82.413349,-13,4,152.5,3,9,gps
42,FALSE,FALSE,4749400324318,1468939611000,28.058968,-82.413332,-12,4,155.399994,4,9,gps
43,FALSE,FALSE,4750415144525,1468939612000,28.058929,-82.413321,-13,4.25,162.5,4,9,gps
44,FALSE,FALSE,4750415144525,1468939612000,28.058929,-82.413321,-13,4.25,162.5,4,9,gps
45,FALSE,FALSE,4751400521401,1468939613000,28.058886,-82.413318,-12,4.25,170.600006,4,10,gps
46,FALSE,FALSE,4752416303223,1468939614000,28.058839,-82.41332,-11,4.5,176.800003,3,10,gps
47,FALSE,FALSE,4752416303223,1468939614000,28.058839,-82.41332,-11,4.5,176.800003,3,10,gps
48,FALSE,FALSE,4753402950045,1468939615000,28.058761,-82.413341,-11,6,181,3,10,gps
49,FALSE,FALSE,4754397997546,1468939616000,28.058698,-82.413335,-10,6.5,181.199997,3,10,gps
50,FALSE,FALSE,4754397997546,1468939616000,28.058698,-82.413335,-10,6.5,181.199997,3,10,gps
51,FALSE,FALSE,4755396035357,1468939617000,28.058643,-82.413331,-11,6.5,180.699997,3,10,gps
52,FALSE,FALSE,4756412994992,1468939618000,28.058586,-82.413324,-11,6.25,180.699997,3,10,gps
53,FALSE,FALSE,4756412994992,1468939618000,28.058586,-82.413324,-11,6.25,180.699997,3,10,gps
54,FALSE,FALSE,4757414905617,1468939619000,28.058529,-82.413325,-11,6.25,180.300003,3,10,gps
55,FALSE,FALSE,4757414905617,1468939619000,28.058529,-82.413325,-11,6.25,180.300003,3,10,gps
56,FALSE,FALSE,4758401517127,1468939620000,28.058473,-82.41332,-11,6.25,180.300003,3,10,gps
57,FALSE,FALSE,4759410574991,1468939621000,28.058418,-82.413325,-10,6.25,179.899994,3,10,gps
58,FALSE,FALSE,4759410574991,1468939621000,28.058418,-82.413325,-10,6.25,179.899994,3,10,gps
59,FALSE,FALSE,4760409736189,1468939622000,28.058361,-82.413322,-11,6,179.600006,3,10,gps
60,FALSE,FALSE,4761407658063,1468939623000,28.058311,-82.413314,-11,6.25,179.399994,3,10,gps
61,FALSE,FALSE,4761407658063,1468939623000,28.058311,-82.413314,-11,6.25,179.399994,3,10,gps
62,FALSE,FALSE,4762405582750,1468939624000,28.058252,-82.413312,-11,6.25,179.100006,3,9,gps
63,FALSE,FALSE,4763404476084,1468939625000,28.058193,-82.41331,-10,6.25,179,3,9,gps
64,FALSE,FALSE,4763404476084,1468939625000,28.058193,-82.41331,-10,6.25,179,3,9,gps
65,FALSE,FALSE,4764393533114,1468939626000,28.058131,-82.413309,-10,6.25,178.300003,3,9,gps
66,FALSE,FALSE,4765400002177,1468939627000,28.058076,-82.413309,-10,6.25,178.100006,3,9,gps
67,FALSE,FALSE,4765400002177,1468939627000,28.058076,-82.413309,-10,6.25,178.100006,3,9,gps
68,FALSE,FALSE,4765400002177,1468939627000,28.058076,-82.413309,-10,6.25,178.100006,3,9,gps
69,FALSE,FALSE,4766415928738,1468939628000,28.058017,-82.413306,-9,6,177.600006,3,9,gps
70,FALSE,FALSE,4766415928738,1468939628000,28.058017,-82.413306,-9,6,177.600006,3,9,gps
71,FALSE,FALSE,4767401434832,1468939629000,28.057964,-82.413304,-9,6,177.300003,3,9,gps
72,FALSE,FALSE,4768411000926,1468939630000,28.057911,-82.413301,-9,6,176.899994,3,10,gps
73,FALSE,FALSE,4768411000926,1468939630000,28.057911,-82.413301,-9,6,176.899994,3,10,gps
74,FALSE,FALSE,4769399197852,1468939631000,28.057856,-82.413293,-9,5.75,176.100006,3,10,gps
75,FALSE,FALSE,4770410703737,1468939632000,28.057807,-82.413287,-8,5.5,176,3,10,gps
76,FALSE,FALSE,4770410703737,1468939632000,28.057807,-82.413287,-8,5.5,176,3,10,gps
77,FALSE,FALSE,4771395457382,1468939633000,28.057754,-82.413288,-9,5.5,175.899994,4,10,gps
78,FALSE,FALSE,4772409077174,1468939634000,28.057706,-82.413288,-8,5.25,176.5,4,10,gps
79,FALSE,FALSE,4772409077174,1468939634000,28.057706,-82.413288,-8,5.25,176.5,4,10,gps
80,FALSE,FALSE,4773410899101,1468939635000,28.057662,-82.413295,-9,5.25,177.800003,4,10,gps
81,FALSE,FALSE,4773410899101,1468939635000,28.057662,-82.413295,-9,5.25,177.800003,4,10,gps
82,FALSE,FALSE,4774408879413,1468939636000,28.057619,-82.413294,-9,4.5,177.800003,3,10,gps
83,FALSE,FALSE,4775401526027,1468939637000,28.057589,-82.413282,-7,3.75,178.699997,3,10,gps
84,FALSE,FALSE,4775401526027,1468939637000,28.057589,-82.413282,-7,3.75,178.699997,3,10,gps
85,FALSE,FALSE,4776410278371,1468939638000,28.057566,-82.413288,-8,2.5,179,3,10,gps
86,FALSE,FALSE,4776410278371,1468939638000,28.057566,-82.413288,-8,2.5,179,3,10,gps
87,FALSE,FALSE,4777405449255,1468939639000,28.057557,-82.413294,-9,1.5,179.699997,3,10,gps
88,FALSE,FALSE,4778396134411,1468939640000,28.05755,-82.413289,-9,0.75,179.699997,3,10,gps
89,FALSE,FALSE,4778396134411,1468939640000,28.05755,-82.413289,-9,0.75,179.699997,3,10,gps
90,FALSE,FALSE,4779396030608,1468939641000,28.057547,-82.413285,-9,0.25,179.699997,3,9,gps
91,FALSE,FALSE,4779396030608,1468939641000,28.057547,-82.413285,-9,0.25,179.699997,3,9,gps
92,FALSE,FALSE,4780395279931,1468939642000,28.057547,-82.413283,-9,0,0,3,10,gps
93,FALSE,FALSE,4781395643316,1468939643000,28.057548,-82.413282,-10,0,0,3,10,gps
94,FALSE,FALSE,4781395643316,1468939643000,28.057548,-82.413282,-10,0,0,3,10,gps
95,FALSE,FALSE,4782415677534,1468939644000,28.057548,-82.413282,-10,0,0,3,10,gps
96,FALSE,FALSE,4782415677534,1468939644000,28.057548,-82.413282,-10,0,0,3,10,gps
97,FALSE,FALSE,4783407178888,1468939645000,28.057549,-82.413282,-10,0,0,3,10,gps
98,FALSE,FALSE,4784402252743,1468939646000,28.057547,-82.413282,-10,0,0,3,10,gps
99,FALSE,FALSE,4784402252743,1468939646000,28.057547,-82.413282,-10,0,0,3,10,gps
100,FALSE,FALSE,4785396945814,1468939647000,28.057547,-82.41328,-10,0,0,3,10,gps
101,FALSE,FALSE,4786397972065,1468939648000,28.057549,-82.41328,-11,0,0,3,10,gps
102,FALSE,FALSE,4786397972065,1468939648000,28.057549,-82.41328,-11,0,0,3,10,gps
103,FALSE,FALSE,4786397972065,1468939648000,28.057549,-82.41328,-11,0,0,3,10,gps
104,FALSE,FALSE,4787399765189,1468939649000,28.057548,-82.413278,-11,0,0,3,10,gps
105,FALSE,FALSE,4787399765189,1468939649000,28.057548,-82.413278,-11,0,0,3,10,gps
106,FALSE,FALSE,4788396567480,1468939650000,28.057548,-82.413275,-10,0,0,3,10,gps
107,FALSE,FALSE,4789402024147,1468939651000,28.057548,-82.413275,-10,0,0,3,10,gps
108,FALSE,FALSE,4789402024147,1468939651000,28.057548,-82.413275,-10,0,0,3,10,gps
109,FALSE,FALSE,4790402776229,1468939652000,28.057549,-82.413274,-11,0,0,3,10,gps
110,FALSE,FALSE,4790402776229,1468939652000,28.057549,-82.413274,-11,0,0,3,10,gps
111,FALSE,FALSE,4791402405083,1468939653000,28.057549,-82.413273,-10,0,0,3,10,gps
112,FALSE,FALSE,4791402405083,1468939653000,28.057549,-82.413273,-10,0,0,3,10,gps
113,FALSE,FALSE,4792410745812,1468939654000,28.057549,-82.413273,-10,0,0,9,10,gps
114,FALSE,FALSE,4792410745812,1468939654000,28.057549,-82.413273,-10,0,0,9,10,gps
115,FALSE,FALSE,4793402093312,1468939655000,28.057549,-82.413274,-10,0,0,9,10,gps
116,FALSE,FALSE,4794407594144,1468939656000,28.057549,-82.413274,-10,0,0,9,10,gps
117,FALSE,FALSE,4794407594144,1468939656000,28.057549,-82.413274,-10,0,0,9,10,gps
118,FALSE,FALSE,4795414013050,1468939657000,28.057549,-82.413274,-10,0,0,9,10,gps
119,FALSE,FALSE,4795414013050,1468939657000,28.057549,-82.413274,-10,0,0,9,10,gps
120,FALSE,FALSE,4796414901123,1468939658000,28.057549,-82.413274,-10,0,0,9,9,gps
121,FALSE,FALSE,4796414901123,1468939658000,28.057549,-82.413274,-10,0,0,9,9,gps
122,FALSE,FALSE,4797399937790,1468939659000,28.057549,-82.413274,-10,0,0,9,10,gps
123,FALSE,FALSE,4798408412893,1468939660000,28.057549,-82.413274,-10,0,0,3,10,gps
124,FALSE,FALSE,4798408412893,1468939660000,28.057549,-82.413274,-10,0,0,3,10,gps
125,FALSE,FALSE,4799389825029,1468939661000,28.057549,-82.413274,-10,0,0,3,10,gps
126,FALSE,FALSE,4800395618569,1468939662000,28.057549,-82.413274,-11,0,0,3,10,gps
127,FALSE,FALSE,4800395618569,1468939662000,28.057549,-82.413274,-11,0,0,3,10,gps
128,FALSE,FALSE,4801400214246,1468939663000,28.057549,-82.413274,-11,0,0,3,10,gps
129,FALSE,FALSE,4801400214246,1468939663000,28.057549,-82.413274,-11,0,0,3,10,gps
130,FALSE,FALSE,4802404965392,1468939664000,28.057549,-82.413274,-11,0,0,3,10,gps
131,FALSE,FALSE,4802404965392,1468939664000,28.057549,-82.413274,-11,0,0,3,10,gps
132,FALSE,FALSE,4803403491276,1468939665000,28.057549,-82.413274,-11,0,0,3,10,gps
133,FALSE,FALSE,4804394795391,1468939666000,28.057549,-82.413274,-11,0,0,3,10,gps
134,FALSE,FALSE,4804394795391,1468939666000,28.057549,-82.413274,-11,0,0,3,10,gps
135,FALSE,FALSE,4805401456224,1468939667000,28.057549,-82.413274,-11,0,0,4,10,gps
136,FALSE,FALSE,4805401456224,1468939667000,28.057549,-82.413274,-11,0,0,4,10,gps
137,FALSE,FALSE,4806402639192,1468939668000,28.057549,-82.413274,-11,0,0,4,10,gps
138,FALSE,FALSE,4806402639192,1468939668000,28.057549,-82.413274,-11,0,0,4,10,gps
139,FALSE,FALSE,4806402639192,1468939668000,28.057549,-82.413274,-11,0,0,4,10,gps
140,FALSE,FALSE,4806402639192,1468939668000,28.057549,-82.413274,-11,0,0,4,10,gps
141,FALSE,FALSE,4807400306484,1468939669000,28.057549,-82.413274,-11,0,0,4,10,gps
142,FALSE,FALSE,4808406671951,1468939670000,28.057549,-82.413274,-11,0,0,4,10,gps
143,FALSE,FALSE,4808406671951,1468939670000,28.057549,-82.413274,-11,0,0,4,10,gps
144,FALSE,FALSE,4809399879816,1468939671000,28.057532,-82.413274,-11,3.25,180.100006,4,10,gps
145,FALSE,FALSE,4810402392160,1468939672000,28.057484,-82.413257,-11,4,179.899994,4,10,gps
146,FALSE,FALSE,4810402392160,1468939672000,28.057484,-82.413257,-11,4,179.899994,4,10,gps
147,FALSE,FALSE,4811416131742,1468939673000,28.057454,-82.413254,-12,4,179.899994,3,10,gps
148,FALSE,FALSE,4811416131742,1468939673000,28.057454,-82.413254,-12,4,179.899994,3,10,gps
149,FALSE,FALSE,4812406096950,1468939674000,28.05742,-82.413249,-13,4,178,4,10,gps
150,FALSE,FALSE,4813417249293,1468939675000,28.057378,-82.41324,-13,4.25,169.600006,3,10,gps
151,FALSE,FALSE,4813417249293,1468939675000,28.057378,-82.41324,-13,4.25,169.600006,3,10,gps
152,FALSE,FALSE,4814405229970,1468939676000,28.057338,-82.413221,-13,4.25,155,3,10,gps
153,FALSE,FALSE,4815400310179,1468939677000,28.057298,-82.4132,-13,4.5,154.600006,3,10,gps
154,FALSE,FALSE,4815400310179,1468939677000,28.057298,-82.4132,-13,4.5,154.600006,3,10,gps
155,FALSE,FALSE,4816398102574,1468939678000,28.057264,-82.41316,-11,4.75,139.399994,4,10,gps
156,FALSE,FALSE,4817414684709,1468939679000,28.057238,-82.413056,-11,5.75,119.300003,5,10,gps
157,FALSE,FALSE,4817414684709,1468939679000,28.057238,-82.413056,-11,5.75,119.300003,5,10,gps
158,FALSE,FALSE,4818399048980,1468939680000,28.05723,-82.413003,-11,5.5,105.199997,5,10,gps
159,FALSE,FALSE,4819399601427,1468939681000,28.05723,-82.412943,-10,6,94.300003,5,10,gps
160,FALSE,FALSE,4819399601427,1468939681000,28.05723,-82.412943,-10,6,94.300003,5,10,gps
161,FALSE,FALSE,4820396045332,1468939682000,28.057232,-82.412869,-11,6.25,89.099998,5,10,gps
162,FALSE,FALSE,4821405216582,1468939683000,28.057223,-82.412814,-9,5.5,93.800003,5,10,gps
163,FALSE,FALSE,4821405216582,1468939683000,28.057223,-82.412814,-9,5.5,93.800003,5,10,gps
164,FALSE,FALSE,4822402294030,1468939684000,28.057233,-82.412749,-8,6.5,85.300003,6,10,gps
165,FALSE,FALSE,4823394081269,1468939685000,28.05722,-82.412677,-7,7,93.300003,6,10,gps
166,FALSE,FALSE,4823394081269,1468939685000,28.05722,-82.412677,-7,7,93.300003,6,10,gps
167,FALSE,FALSE,4824411994446,1468939686000,28.057215,-82.412602,-6,7.25,91.5,6,10,gps
168,FALSE,FALSE,4824411994446,1468939686000,28.057215,-82.412602,-6,7.25,91.5,6,10,gps
169,FALSE,FALSE,4825412516425,1468939687000,28.057225,-82.412544,-4,7,91,6,10,gps
170,FALSE,FALSE,4825412516425,1468939687000,28.057225,-82.412544,-4,7,91,6,10,gps
171,FALSE,FALSE,4826412989965,1468939688000,28.057233,-82.412457,-5,7.5,88.900002,6,10,gps
172,FALSE,FALSE,4826412989965,1468939688000,28.057233,-82.412457,-5,7.5,88.900002,6,10,gps
173,FALSE,FALSE,4826412989965,1468939688000,28.057233,-82.412457,-5,7.5,88.900002,6,10,gps
174,FALSE,FALSE,4827398288507,1468939689000,28.057235,-82.412378,-6,7.5,88.199997,7,10,gps
175,FALSE,FALSE,4828412517882,1468939690000,28.057221,-82.412305,-7,7.25,90.300003,6,10,gps
176,FALSE,FALSE,4828412517882,1468939690000,28.057221,-82.412305,-7,7.25,90.300003,6,10,gps
177,FALSE,FALSE,4829400975537,1468939691000,28.057225,-82.412227,-7,7.5,83.800003,6,10,gps
178,FALSE,FALSE,4830390710173,1468939692000,28.057218,-82.41214,-8,7.5,87,7,10,gps
179,FALSE,FALSE,4830390710173,1468939692000,28.057218,-82.41214,-8,7.5,87,7,10,gps
180,FALSE,FALSE,4831390930902,1468939693000,28.057223,-82.412075,-6,7.5,89.699997,7,10,gps
181,FALSE,FALSE,4831390930902,1468939693000,28.057223,-82.412075,-6,7.5,89.699997,7,10,gps
182,FALSE,FALSE,4832399117620,1468939694000,28.057222,-82.411984,-7,7.5,90.199997,8,10,gps
183,FALSE,FALSE,4832399117620,1468939694000,28.057222,-82.411984,-7,7.5,90.199997,8,10,gps
184,FALSE,FALSE,4833388572724,1468939695000,28.057215,-82.411898,-8,7.75,90.800003,8,10,gps
185,FALSE,FALSE,4834393050379,1468939696000,28.057216,-82.411817,-8,8,90.5,8,10,gps
186,FALSE,FALSE,4834393050379,1468939696000,28.057216,-82.411817,-8,8,90.5,8,10,gps
187,FALSE,FALSE,4835387843556,1468939697000,28.057206,-82.411745,-8,8,92.099998,9,10,gps
188,FALSE,FALSE,4836387292097,1468939698000,28.057206,-82.411663,-7,8,88.699997,8,10,gps
189,FALSE,FALSE,4836387292097,1468939698000,28.057206,-82.411663,-7,8,88.699997,8,10,gps
190,FALSE,FALSE,4837389322566,1468939699000,28.057219,-82.411566,-6,8.25,88.599998,6,10,gps
191,FALSE,FALSE,4837389322566,1468939699000,28.057219,-82.411566,-6,8.25,88.599998,6,10,gps
192,FALSE,FALSE,4838392034388,1468939700000,28.057224,-82.41148,-7,8.25,89.5,6,10,gps
193,FALSE,FALSE,4838392034388,1468939700000,28.057224,-82.41148,-7,8.25,89.5,6,10,gps
194,FALSE,FALSE,4839385511211,1468939701000,28.057223,-82.41139,-6,8.25,89.699997,5,10,gps
195,FALSE,FALSE,4840390623085,1468939702000,28.057224,-82.411308,-5,8,89.400002,4,10,gps
196,FALSE,FALSE,4840390623085,1468939702000,28.057224,-82.411308,-5,8,89.400002,4,10,gps
197,FALSE,FALSE,4841393974908,1468939703000,28.057227,-82.411223,-7,8.25,89.599998,4,10,gps
198,FALSE,FALSE,4841393974908,1468939703000,28.057227,-82.411223,-7,8.25,89.599998,4,10,gps
199,FALSE,FALSE,4842406824542,1468939704000,28.057222,-82.411139,-8,8.25,90.099998,5,10,gps
200,FALSE,FALSE,4842406824542,1468939704000,28.057222,-82.411139,-8,8.25,90.099998,5,10,gps
201,FALSE,FALSE,4843398123814,1468939705000,28.057213,-82.411049,-8,8.5,89.900002,4,10,gps
202,FALSE,FALSE,4844403159074,1468939706000,28.057212,-82.410955,-7,8.5,90.300003,5,10,gps
203,FALSE,FALSE,4844403159074,1468939706000,28.057212,-82.410955,-7,8.5,90.300003,5,10,gps
204,FALSE,FALSE,4845403726364,1468939707000,28.057224,-82.410879,-6,8.5,89.5,5,10,gps
205,FALSE,FALSE,4845403726364,1468939707000,28.057224,-82.410879,-6,8.5,89.5,5,10,gps
206,FALSE,FALSE,4846404046885,1468939708000,28.057232,-82.410791,-5,8.5,91,5,10,gps
207,FALSE,FALSE,4846404046885,1468939708000,28.057232,-82.410791,-5,8.5,91,5,10,gps
208,FALSE,FALSE,4846404046885,1468939708000,28.057232,-82.410791,-5,8.5,91,5,10,gps
209,FALSE,FALSE,4846404046885,1468939708000,28.057232,-82.410791,-5,8.5,91,5,10,gps
210,FALSE,FALSE,4847395108290,1468939709000,28.057223,-82.410704,-3,8.5,92.5,5,10,gps
211,FALSE,FALSE,4848397521155,1468939710000,28.057209,-82.410603,-4,8.75,93.599998,4,10,gps
212,FALSE,FALSE,4848397521155,1468939710000,28.057209,-82.410603,-4,8.75,93.599998,4,10,gps
213,FALSE,FALSE,4849391884072,1468939711000,28.057203,-82.410514,-3,8.75,93.900002,5,10,gps
214,FALSE,FALSE,4850408514071,1468939712000,28.057186,-82.410411,-2,9,94,5,10,gps
215,FALSE,FALSE,4850408514071,1468939712000,28.057186,-82.410411,-2,9,94,5,10,gps
216,FALSE,FALSE,4851386686623,1468939713000,28.05718,-82.410307,0,9.25,94,6,10,gps
217,FALSE,FALSE,4852393843289,1468939714000,28.057182,-82.4102,-1,9,93.699997,5,10,gps
218,FALSE,FALSE,4852393843289,1468939714000,28.057182,-82.4102,-1,9,93.699997,5,10,gps
219,FALSE,FALSE,4853396940163,1468939715000,28.057184,-82.410116,-1,9,93.699997,5,10,gps
220,FALSE,FALSE,4853396940163,1468939715000,28.057184,-82.410116,-1,9,93.699997,5,10,gps
221,FALSE,FALSE,4854394051570,1468939716000,28.057177,-82.410023,-1,8.5,94.900002,5,10,gps
222,FALSE,FALSE,4855393724694,1468939717000,28.057173,-82.409928,-2,8.75,93.900002,4,10,gps
223,FALSE,FALSE,4855393724694,1468939717000,28.057173,-82.409928,-2,8.75,93.900002,4,10,gps
224,FALSE,FALSE,4856394283756,1468939718000,28.057162,-82.409849,-4,8.5,93.800003,5,10,gps
225,FALSE,FALSE,4856394283756,1468939718000,28.057162,-82.409849,-4,8.5,93.800003,5,10,gps
226,FALSE,FALSE,4857390798756,1468939719000,28.057152,-82.40976,-4,8.25,93.599998,4,10,gps
227,FALSE,FALSE,4858392375683,1468939720000,28.057146,-82.409678,-3,8.25,93.599998,4,10,gps
228,FALSE,FALSE,4858392375683,1468939720000,28.057146,-82.409678,-3,8.25,93.599998,4,10,gps
229,FALSE,FALSE,4859390289120,1468939721000,28.05715,-82.409595,-2,7.75,91.199997,4,9,gps
230,FALSE,FALSE,4860393338286,1468939722000,28.057159,-82.409512,-3,7.25,90.900002,4,9,gps
231,FALSE,FALSE,4860393338286,1468939722000,28.057159,-82.409512,-3,7.25,90.900002,4,9,gps
232,FALSE,FALSE,4861394059067,1468939723000,28.057162,-82.40946,-3,7,89.699997,4,9,gps
233,FALSE,FALSE,4861394059067,1468939723000,28.057162,-82.40946,-3,7,89.699997,4,9,gps
234,FALSE,FALSE,4862393493910,1468939724000,28.057165,-82.409397,-4,6.25,89.300003,4,10,gps
235,FALSE,FALSE,4863389558233,1468939725000,28.057166,-82.409336,-5,6.25,88.599998,4,10,gps
236,FALSE,FALSE,4863389558233,1468939725000,28.057166,-82.409336,-5,6.25,88.599998,4,10,gps
237,FALSE,FALSE,4864393606357,1468939726000,28.057159,-82.409282,-5,5.75,89.900002,4,10,gps
238,FALSE,FALSE,4864393606357,1468939726000,28.057159,-82.409282,-5,5.75,89.900002,4,10,gps
239,FALSE,FALSE,4865394409482,1468939727000,28.057152,-82.409235,-4,5,94,3,10,gps
240,FALSE,FALSE,4865394409482,1468939727000,28.057152,-82.409235,-4,5,94,3,10,gps
241,FALSE,FALSE,4866393294325,1468939728000,28.057151,-82.40918,-4,5,96.199997,3,10,gps
242,FALSE,FALSE,4866393294325,1468939728000,28.057151,-82.40918,-4,5,96.199997,3,10,gps
243,FALSE,FALSE,4867393329325,1468939729000,28.057143,-82.409142,-4,4.5,99.800003,3,10,gps
244,FALSE,FALSE,4867393329325,1468939729000,28.057143,-82.409142,-4,4.5,99.800003,3,10,gps
245,FALSE,FALSE,4868392834427,1468939730000,28.057138,-82.409106,-4,3.75,102.599998,3,10,gps
246,FALSE,FALSE,4869392845210,1468939731000,28.057133,-82.409078,-3,2.75,103.099998,3,10,gps
247,FALSE,FALSE,4869392845210,1468939731000,28.057133,-82.409078,-3,2.75,103.099998,3,10,gps
248,FALSE,FALSE,4870392503178,1468939732000,28.057127,-82.409061,-3,2,104.599998,3,10,gps
249,FALSE,FALSE,4870392503178,1468939732000,28.057127,-82.409061,-3,2,104.599998,3,10,gps
250,FALSE,FALSE,4871388097605,1468939733000,28.057121,-82.409044,-3,1.5,103.900002,4,10,gps
251,FALSE,FALSE,4872391846719,1468939734000,28.057114,-82.409031,-3,1.5,106,4,10,gps
252,FALSE,FALSE,4872391846719,1468939734000,28.057114,-82.409031,-3,1.5,106,4,10,gps
253,FALSE,FALSE,4873399537917,1468939735000,28.05711,-82.409007,-3,2.5,103.900002,3,10,gps
254,FALSE,FALSE,4873399537917,1468939735000,28.05711,-82.409007,-3,2.5,103.900002,3,10,gps
255,FALSE,FALSE,4874396532603,1468939736000,28.057101,-82.408972,-2,3.5,106.300003,3,10,gps
256,FALSE,FALSE,4875392144739,1468939737000,28.057086,-82.408927,-2,4.25,106,3,10,gps
257,FALSE,FALSE,4875392144739,1468939737000,28.057086,-82.408927,-2,4.25,106,3,10,gps
258,FALSE,FALSE,4876395119790,1468939738000,28.05708,-82.40888,-1,4.25,104.699997,3,10,gps
259,FALSE,FALSE,4876395119790,1468939738000,28.05708,-82.40888,-1,4.25,104.699997,3,10,gps
260,FALSE,FALSE,4877395259894,1468939739000,28.057075,-82.408833,-2,4.25,97.400002,4,10,gps
261,FALSE,FALSE,4877395259894,1468939739000,28.057075,-82.408833,-2,4.25,97.400002,4,10,gps
262,FALSE,FALSE,4878390766144,1468939740000,28.057071,-82.40879,-2,4.25,94.800003,5,10,gps
263,FALSE,FALSE,4879392961664,1468939741000,28.057072,-82.408744,-1,4.25,91.099998,5,10,gps
264,FALSE,FALSE,4879392961664,1468939741000,28.057072,-82.408744,-1,4.25,91.099998,5,10,gps
265,FALSE,FALSE,4880393649945,1468939742000,28.057085,-82.4087,0,4.25,79.699997,5,10,gps
