Hillsborough Area Regional Transit_149854,Hillsborough Area Regional Transit_6555,28.032484,-82.401784,Hillsborough Area Regional Transit_5559,28.03244,-82.405462,,,,,,
0,FALSE,FALSE,17336829222148,1467843300000,28.032398,-82.415588,-14,0,0,9,9,gps
1,FALSE,FALSE,17336829222148,1467843300000,28.032398,-82.415588,-14,0,0,9,9,gps
2,FALSE,FALSE,17336829222148,1467843300000,28.032398,-82.415588,-14,0,0,9,9,gps
3,FALSE,FALSE,17337828596158,1467843301000,28.032398,-82.415588,-14,0,0,9,9,gps
4,FALSE,FALSE,17337828596158,1467843301000,28.032398,-82.415588,-14,0,0,9,9,gps
5,FALSE,FALSE,17338835935063,1467843302000,28.032398,-82.415588,-14,0,0,9,0,fused
6,FALSE,FALSE,17338835935063,1467843302000,28.032398,-82.415588,-14,0,0,9,0,fused
7,FALSE,FALSE,17339831685063,1467843303000,28.032398,-82.415588,-14,0,0,9,9,gps
8,FALSE,FALSE,17340829960688,1467843304000,28.032401,-82.415588,-14,0.5,1.9,9,9,gps
9,FALSE,FALSE,17340829960688,1467843304000,28.032401,-82.415588,-14,0.5,1.9,9,9,gps
10,FALSE,FALSE,17341827522354,1467843305000,28.032394,-82.415588,-13,0.5,1.9,3,10,gps
11,FALSE,FALSE,17342826660739,1467843306000,28.03239,-82.415586,-12,0,0,3.9,0,fused
12,FALSE,FALSE,17342826660739,1467843306000,28.03239,-82.415586,-12,0,0,3.9,0,fused
13,FALSE,FALSE,17343834759801,1467843307000,28.032387,-82.415585,-14,0,0,3.9,0,fused
14,FALSE,FALSE,17343834759801,1467843307000,28.032387,-82.415585,-14,0,0,3.9,0,fused
15,FALSE,FALSE,17344828153916,1467843308000,28.032386,-82.415585,-13,0,0,3,10,gps
16,FALSE,FALSE,17345829011676,1467843309000,28.032384,-82.415581,-12,0.25,1.9,3,10,gps
17,FALSE,FALSE,17345829011676,1467843309000,28.032384,-82.415581,-12,0.25,1.9,3,10,gps
18,FALSE,FALSE,17346834697716,1467843310000,28.032386,-82.415573,-12,0.75,1,4,0,fused
19,FALSE,FALSE,17346834697716,1467843310000,28.032386,-82.415573,-12,0.75,1,4,0,fused
20,FALSE,FALSE,17347828213863,1467843311000,28.03239,-82.415545,-15,2.25,71.800003,4,10,gps
21,FALSE,FALSE,17348828100633,1467843312000,28.032384,-82.415512,-14,2.75,85,4,0,fused
22,FALSE,FALSE,17348828100633,1467843312000,28.032384,-82.415512,-14,2.75,85,4,0,fused
23,FALSE,FALSE,17349831034070,1467843313000,28.032372,-82.415478,-13,3.25,101,3.9,0,fused
24,FALSE,FALSE,17349831034070,1467843313000,28.032372,-82.415478,-13,3.25,101,3.9,0,fused
25,FALSE,FALSE,17350833066101,1467843314000,28.032355,-82.415445,-12,3.25,110,3.9,0,fused
26,FALSE,FALSE,17350833066101,1467843314000,28.032355,-82.415445,-12,3.25,110,3.9,0,fused
27,FALSE,FALSE,17351828961517,1467843315000,28.03234,-82.415417,-13,3,112.199997,3,10,gps
28,FALSE,FALSE,17352827053131,1467843316000,28.032333,-82.41539,-14,3,103,3,10,gps
29,FALSE,FALSE,17352827053131,1467843316000,28.032333,-82.41539,-14,3,103,3,10,gps
30,FALSE,FALSE,17353828220474,1467843317000,28.032333,-82.415366,-14,2.5,89,4,0,fused
31,FALSE,FALSE,17353828220474,1467843317000,28.032333,-82.415366,-14,2.5,89,4,0,fused
32,FALSE,FALSE,17354827515995,1467843318000,28.032347,-82.415342,-16,2.75,66.599998,4,10,gps
33,FALSE,FALSE,17355832608286,1467843319000,28.032372,-82.415325,-15,3,40,3.9,0,fused
34,FALSE,FALSE,17355832608286,1467843319000,28.032372,-82.415325,-15,3,40,3.9,0,fused
35,FALSE,FALSE,17356829428182,1467843320000,28.032404,-82.415316,-15,3.25,23,4,11,gps
36,FALSE,FALSE,17356829428182,1467843320000,28.032404,-82.415316,-15,3.25,23,4,11,gps
37,FALSE,FALSE,17356829428182,1467843320000,28.032404,-82.415316,-15,3.25,23,4,11,gps
38,FALSE,FALSE,17357828547244,1467843321000,28.032433,-82.415311,-16,3,14.8,3,10,gps
39,FALSE,FALSE,17357828547244,1467843321000,28.032433,-82.415311,-16,3,14.8,3,10,gps
40,FALSE,FALSE,17358827177712,1467843322000,28.032459,-82.415309,-16,2.75,12.5,3,10,gps
41,FALSE,FALSE,17359824802503,1467843323000,28.032476,-82.415308,-16,2.5,10,3.9,0,fused
42,FALSE,FALSE,17359824802503,1467843323000,28.032476,-82.415308,-16,2.5,10,3.9,0,fused
43,FALSE,FALSE,17360844985576,1467843324000,28.032457,-82.415316,-16,0,0,3.9,0,fused
44,FALSE,FALSE,17360844985576,1467843324000,28.032457,-82.415316,-16,0,0,3.9,0,fused
45,FALSE,FALSE,17361834556044,1467843325000,28.032446,-82.415322,-16,0,0,3,10,gps
46,FALSE,FALSE,17362834257554,1467843326000,28.032441,-82.415324,-16,0,0,3.9,0,fused
47,FALSE,FALSE,17362834257554,1467843326000,28.032441,-82.415324,-16,0,0,3.9,0,fused
48,FALSE,FALSE,17363836989325,1467843327000,28.032441,-82.415324,-16,0.25,10,3.9,0,fused
49,FALSE,FALSE,17363836989325,1467843327000,28.032441,-82.415324,-16,0.25,10,3.9,0,fused
50,FALSE,FALSE,17364829229272,1467843328000,28.032447,-82.415322,-16,0.5,10.9,3,10,gps
51,FALSE,FALSE,17365829423022,1467843329000,28.032457,-82.415314,-16,1,37.900002,3,10,gps
52,FALSE,FALSE,17365829423022,1467843329000,28.032457,-82.415314,-16,1,37.900002,3,10,gps
53,FALSE,FALSE,17366828578647,1467843330000,28.032478,-82.415277,-16,3.75,57.299999,3,10,gps
54,FALSE,FALSE,17367829201042,1467843331000,28.032492,-82.415221,-16,5.25,72.5,4,10,gps
55,FALSE,FALSE,17367829201042,1467843331000,28.032492,-82.415221,-16,5.25,72.5,4,10,gps
56,FALSE,FALSE,17368839907917,1467843332000,28.032495,-82.415131,-16,7,88,3.9,0,fused
57,FALSE,FALSE,17368839907917,1467843332000,28.032495,-82.415131,-16,7,88,3.9,0,fused
