Hillsborough Area Regional Transit_194239,Hillsborough Area Regional Transit_4406,28.061895,-82.543221,Hillsborough Area Regional Transit_5521,28.059186,-82.536,,,,,,
0,FALSE,FALSE,15213898000000,1468776683388,28.044012,-82.513698,0,0,0,39,0,fused
1,FALSE,FALSE,15218668000000,1468776688158,28.044012,-82.513698,0,0,0,39,0,network
2,FALSE,FALSE,15218668000000,1468776688158,28.044012,-82.513698,0,0,0,39,0,network
3,FALSE,FALSE,15226360032443,1468776696000,28.044724,-82.514252,-7,12.910015,312.700012,7,11,gps
4,FALSE,FALSE,15226360032443,1468776696000,28.044724,-82.514252,-7,12.910015,312.700012,7,11,gps
5,FALSE,FALSE,15227365503171,1468776697000,28.044793,-82.51435,-9,13.810294,313.399994,4,11,gps
6,FALSE,FALSE,15227365503171,1468776697000,28.044793,-82.51435,-9,13.810294,313.399994,4,11,gps
7,FALSE,FALSE,15228369252181,1468776698000,28.044879,-82.514461,-9,14.220088,312.600006,4,11,gps
8,FALSE,FALSE,15228369252181,1468776698000,28.044879,-82.514461,-9,14.220088,312.600006,4,11,gps
9,FALSE,FALSE,15228369252181,1468776698000,28.044879,-82.514461,-9,14.220088,312.600006,4,11,gps
10,FALSE,FALSE,15229370430879,1468776699000,28.045003,-82.51457,-9,15.160052,314.299988,4,11,gps
11,FALSE,FALSE,15229370430879,1468776699000,28.045003,-82.51457,-9,15.160052,314.299988,4,11,gps
12,FALSE,FALSE,15230369720514,1468776700000,28.045096,-82.514688,-8,15.680004,313.700012,3,11,gps
13,FALSE,FALSE,15231370072597,1468776701000,28.045188,-82.514799,-8,15.980012,313.299988,3,11,gps
14,FALSE,FALSE,15231370072597,1468776701000,28.045188,-82.514799,-8,15.980012,313.299988,3,11,gps
15,FALSE,FALSE,15232370175878,1468776702000,28.045278,-82.514923,-9,16.459999,313.5,3,11,gps
16,FALSE,FALSE,15232370175878,1468776702000,28.045278,-82.514923,-9,16.459999,313.5,3,11,gps
17,FALSE,FALSE,15233369841502,1468776703000,28.045388,-82.515051,-10,16.640003,313.399994,3,11,gps
18,FALSE,FALSE,15234370088846,1468776704000,28.045505,-82.515174,-11,16.990026,313.700012,3,11,gps
19,FALSE,FALSE,15234370088846,1468776704000,28.045505,-82.515174,-11,16.990026,313.700012,3,11,gps
20,FALSE,FALSE,15235369817543,1468776705000,28.045615,-82.515304,-12,17.010424,313.5,3,10,gps
21,FALSE,FALSE,15236368263376,1468776706000,28.045721,-82.515432,-12,16.900295,314,3,10,gps
22,FALSE,FALSE,15236368263376,1468776706000,28.045721,-82.515432,-12,16.900295,314,3,10,gps
23,FALSE,FALSE,15237370210928,1468776707000,28.045826,-82.51556,-12,16.890001,314,4,10,gps
24,FALSE,FALSE,15237370210928,1468776707000,28.045826,-82.51556,-12,16.890001,314,4,10,gps
25,FALSE,FALSE,15238371360042,1468776708000,28.045924,-82.51567,-12,16.360001,314.399994,5,10,gps
26,FALSE,FALSE,15238371360042,1468776708000,28.045924,-82.51567,-12,16.360001,314.399994,5,10,gps
27,FALSE,FALSE,15239370971656,1468776709000,28.04603,-82.515816,-12,17.08,312.299988,7,10,gps
28,FALSE,FALSE,15240371225510,1468776710000,28.046162,-82.515977,-11,18.3601,312.5,8,10,gps
29,FALSE,FALSE,15240371225510,1468776710000,28.046162,-82.515977,-11,18.3601,312.5,8,10,gps
30,FALSE,FALSE,15241370010354,1468776711000,28.046259,-82.516077,-11,16.77,314.200012,5,10,gps
31,FALSE,FALSE,15242371043843,1468776712000,28.046365,-82.516191,-12,16.760004,314.5,5,10,gps
32,FALSE,FALSE,15242371043843,1468776712000,28.046365,-82.516191,-12,16.760004,314.5,5,10,gps
33,FALSE,FALSE,15243368861030,1468776713000,28.046463,-82.516312,-11,16.640011,313.299988,6,10,gps
34,FALSE,FALSE,15244370329675,1468776714000,28.046578,-82.516422,-11,16.120014,314.5,5,10,gps
35,FALSE,FALSE,15244370329675,1468776714000,28.046578,-82.516422,-11,16.120014,314.5,5,10,gps
36,FALSE,FALSE,15245368279883,1468776715000,28.046677,-82.516547,-11,16.790298,314,4,10,gps
37,FALSE,FALSE,15246370007852,1468776716000,28.046792,-82.516669,-10,16.591459,315.200012,5,10,gps
38,FALSE,FALSE,15246370007852,1468776716000,28.046792,-82.516669,-10,16.591459,315.200012,5,10,gps
39,FALSE,FALSE,15247368835143,1468776717000,28.046902,-82.516811,-8,17.101416,314.200012,5,10,gps
40,FALSE,FALSE,15248368852695,1468776718000,28.047007,-82.516934,-6,17.180943,314.100006,4,10,gps
41,FALSE,FALSE,15248368852695,1468776718000,28.047007,-82.516934,-6,17.180943,314.100006,4,10,gps
42,FALSE,FALSE,15248368852695,1468776718000,28.047007,-82.516934,-6,17.180943,314.100006,4,10,gps
43,FALSE,FALSE,15249369270455,1468776719000,28.047116,-82.517066,-7,17.571377,311.799988,5,10,gps
44,FALSE,FALSE,15249369270455,1468776719000,28.047116,-82.517066,-7,17.571377,311.799988,5,10,gps
45,FALSE,FALSE,15250367401600,1468776720000,28.047241,-82.5172,-5,18.020226,313.399994,5,10,gps
46,FALSE,FALSE,15251369100141,1468776721000,28.047359,-82.517308,-6,17.601254,314.600006,5,10,gps
47,FALSE,FALSE,15251369100141,1468776721000,28.047359,-82.517308,-6,17.601254,314.600006,5,10,gps
48,FALSE,FALSE,15252368863318,1468776722000,28.047473,-82.517435,-6,17.620409,313.799988,5,10,gps
49,FALSE,FALSE,15253369663109,1468776723000,28.047596,-82.51756,-6,17.600012,314.600006,5,10,gps
50,FALSE,FALSE,15253369663109,1468776723000,28.047596,-82.51756,-6,17.600012,314.600006,5,10,gps
51,FALSE,FALSE,15254370112640,1468776724000,28.047715,-82.517704,-5,18.190025,313.600006,5,10,gps
52,FALSE,FALSE,15254370112640,1468776724000,28.047715,-82.517704,-5,18.190025,313.600006,5,10,gps
53,FALSE,FALSE,15255372540088,1468776725000,28.047824,-82.517833,-8,18.150011,313.899994,5,10,gps
54,FALSE,FALSE,15255372540088,1468776725000,28.047824,-82.517833,-8,18.150011,313.899994,5,10,gps
55,FALSE,FALSE,15256375007952,1468776726000,28.04794,-82.517966,-7,18.220068,313.600006,6,10,gps
56,FALSE,FALSE,15256375007952,1468776726000,28.04794,-82.517966,-7,18.220068,313.600006,6,10,gps
57,FALSE,FALSE,15257367926910,1468776727000,28.048065,-82.518102,-6,18.740023,314.100006,5,10,gps
58,FALSE,FALSE,15258368495555,1468776728000,28.048181,-82.518223,-7,18.790451,314,5,10,gps
59,FALSE,FALSE,15258368495555,1468776728000,28.048181,-82.518223,-7,18.790451,314,5,10,gps
60,FALSE,FALSE,15259371157013,1468776729000,28.048297,-82.518344,-8,18.930214,313.5,5,10,gps
61,FALSE,FALSE,15259371157013,1468776729000,28.048297,-82.518344,-8,18.930214,313.5,5,10,gps
62,FALSE,FALSE,15260369074357,1468776730000,28.048419,-82.518486,-9,19.520657,313.5,5,10,gps
63,FALSE,FALSE,15261369485658,1468776731000,28.048537,-82.518635,-9,19.340933,312.700012,5,10,gps
64,FALSE,FALSE,15261369485658,1468776731000,28.048537,-82.518635,-9,19.340933,312.700012,5,10,gps
65,FALSE,FALSE,15262370477273,1468776732000,28.048649,-82.518788,-10,19.5805,311.899994,5,10,gps
66,FALSE,FALSE,15262370477273,1468776732000,28.048649,-82.518788,-10,19.5805,311.899994,5,10,gps
67,FALSE,FALSE,15263369267324,1468776733000,28.04877,-82.518952,-9,19.980001,312.600006,4,11,gps
68,FALSE,FALSE,15264370026595,1468776734000,28.048887,-82.519103,-9,19.830002,312,4,11,gps
69,FALSE,FALSE,15264370026595,1468776734000,28.048887,-82.519103,-9,19.830002,312,4,11,gps
70,FALSE,FALSE,15265370761074,1468776735000,28.04901,-82.519266,-9,20.15004,311.700012,5,11,gps
71,FALSE,FALSE,15265370761074,1468776735000,28.04901,-82.519266,-9,20.15004,311.700012,5,11,gps
72,FALSE,FALSE,15266370489459,1468776736000,28.049132,-82.519431,-8,20.10001,311.299988,5,11,gps
73,FALSE,FALSE,15266370489459,1468776736000,28.049132,-82.519431,-8,20.10001,311.299988,5,11,gps
74,FALSE,FALSE,15267370495604,1468776737000,28.049235,-82.519583,-9,20.190895,310.200012,4,11,gps
75,FALSE,FALSE,15267370495604,1468776737000,28.049235,-82.519583,-9,20.190895,310.200012,4,11,gps
76,FALSE,FALSE,15268370381437,1468776738000,28.049357,-82.519744,-8,20.230087,310.299988,5,11,gps
77,FALSE,FALSE,15268370381437,1468776738000,28.049357,-82.519744,-8,20.230087,310.299988,5,11,gps
78,FALSE,FALSE,15268370381437,1468776738000,28.049357,-82.519744,-8,20.230087,310.299988,5,11,gps
79,FALSE,FALSE,15269370509614,1468776739000,28.049475,-82.519899,-8,20.340002,309.700012,6,11,gps
80,FALSE,FALSE,15269370509614,1468776739000,28.049475,-82.519899,-8,20.340002,309.700012,6,11,gps
81,FALSE,FALSE,15270370892947,1468776740000,28.04959,-82.520081,-8,20.781166,309.100006,6,11,gps
82,FALSE,FALSE,15270370892947,1468776740000,28.04959,-82.520081,-8,20.781166,309.100006,6,11,gps
83,FALSE,FALSE,15271370179092,1468776741000,28.049701,-82.52025,-9,20.470001,309.5,6,11,gps
84,FALSE,FALSE,15271370179092,1468776741000,28.049701,-82.52025,-9,20.470001,309.5,6,11,gps
85,FALSE,FALSE,15272369908258,1468776742000,28.04982,-82.520405,-8,20.1702,309.299988,7,11,gps
86,FALSE,FALSE,15273369526487,1468776743000,28.049922,-82.520578,-11,20.710871,309.200012,7,11,gps
87,FALSE,FALSE,15273369526487,1468776743000,28.049922,-82.520578,-11,20.710871,309.200012,7,11,gps
88,FALSE,FALSE,15274370178570,1468776744000,28.050043,-82.520746,-11,21.350002,309.700012,7,11,gps
89,FALSE,FALSE,15274370178570,1468776744000,28.050043,-82.520746,-11,21.350002,309.700012,7,11,gps
90,FALSE,FALSE,15275366673466,1468776745000,28.050159,-82.520905,-11,21.180944,308.700012,7,11,gps
91,FALSE,FALSE,15276368064403,1468776746000,28.050286,-82.521071,-11,21.220942,309.799988,7,11,gps
92,FALSE,FALSE,15276368064403,1468776746000,28.050286,-82.521071,-11,21.220942,309.799988,7,11,gps
93,FALSE,FALSE,15277367407059,1468776747000,28.050413,-82.521234,-11,21.340059,310.100006,7,11,gps
94,FALSE,FALSE,15278368233152,1468776748000,28.050545,-82.521411,-11,21.490114,309.299988,7,11,gps
95,FALSE,FALSE,15278368233152,1468776748000,28.050545,-82.521411,-11,21.490114,309.299988,7,11,gps
96,FALSE,FALSE,15279370527527,1468776749000,28.050679,-82.521591,-12,21.850082,309.100006,9,11,gps
97,FALSE,FALSE,15279370527527,1468776749000,28.050679,-82.521591,-12,21.850082,309.100006,9,11,gps
98,FALSE,FALSE,15280372831589,1468776750000,28.050804,-82.521744,-11,20.960037,309.299988,7,11,gps
99,FALSE,FALSE,15280372831589,1468776750000,28.050804,-82.521744,-11,20.960037,309.299988,7,11,gps
100,FALSE,FALSE,15281371288099,1468776751000,28.050909,-82.521895,-10,20.251089,308.899994,7,11,gps
101,FALSE,FALSE,15282371927942,1468776752000,28.051038,-82.522052,-11,20.320482,310.600006,7,11,gps
102,FALSE,FALSE,15282371927942,1468776752000,28.051038,-82.522052,-11,20.320482,310.600006,7,11,gps
103,FALSE,FALSE,15283370435650,1468776753000,28.051138,-82.522198,-10,19.299999,310.799988,8,11,gps
104,FALSE,FALSE,15284368385962,1468776754000,28.051265,-82.52234,-10,19.390009,312.5,10,10,gps
105,FALSE,FALSE,15284368385962,1468776754000,28.051265,-82.52234,-10,19.390009,312.5,10,10,gps
106,FALSE,FALSE,15285369455180,1468776755000,28.051287,-82.522409,-11,13.771602,309,7,10,gps
107,FALSE,FALSE,15285369455180,1468776755000,28.051287,-82.522409,-11,13.771602,309,7,10,gps
108,FALSE,FALSE,15286370497993,1468776756000,28.051371,-82.522505,-10,12.93,311,7,10,gps
109,FALSE,FALSE,15286370497993,1468776756000,28.051371,-82.522505,-10,12.93,311,7,10,gps
110,FALSE,FALSE,15287370525336,1468776757000,28.051467,-82.522587,-10,12.790063,314.399994,8,10,gps
111,FALSE,FALSE,15287370525336,1468776757000,28.051467,-82.522587,-10,12.790063,314.399994,8,10,gps
112,FALSE,FALSE,15288372486065,1468776758000,28.051551,-82.522676,-10,12.610015,316,9,10,gps
113,FALSE,FALSE,15288372486065,1468776758000,28.051551,-82.522676,-10,12.610015,316,9,10,gps
114,FALSE,FALSE,15288372486065,1468776758000,28.051551,-82.522676,-10,12.610015,316,9,10,gps
115,FALSE,FALSE,15289369241377,1468776759000,28.051637,-82.522757,-10,12.410036,318,10,10,gps
116,FALSE,FALSE,15290372515960,1468776760000,28.051747,-82.522833,-11,12.750004,321.799988,11,9,gps
117,FALSE,FALSE,15290372515960,1468776760000,28.051747,-82.522833,-11,12.750004,321.799988,11,9,gps
118,FALSE,FALSE,15291370783824,1468776761000,28.051815,-82.522906,-12,12.09,321.299988,10,9,gps
119,FALSE,FALSE,15292370533876,1468776762000,28.051823,-82.522946,-10,9.670047,320,12,9,gps
120,FALSE,FALSE,15292370533876,1468776762000,28.051823,-82.522946,-10,9.670047,320,12,9,gps
121,FALSE,FALSE,15293371269292,1468776763000,28.051785,-82.522986,-11,7.230028,310.399994,13,10,gps
122,FALSE,FALSE,15293371269292,1468776763000,28.051785,-82.522986,-11,7.230028,310.399994,13,10,gps
123,FALSE,FALSE,15294370032365,1468776764000,28.051765,-82.522985,-12,5.260238,307,13,10,gps
124,FALSE,FALSE,15295371735906,1468776765000,28.051799,-82.52302,-12,5.550577,307,12,10,gps
125,FALSE,FALSE,15295371735906,1468776765000,28.051799,-82.52302,-12,5.550577,307,12,10,gps
126,FALSE,FALSE,15296371465749,1468776766000,28.051818,-82.523078,-12,6.880727,303.100006,11,10,gps
127,FALSE,FALSE,15296371465749,1468776766000,28.051818,-82.523078,-12,6.880727,303.100006,11,10,gps
128,FALSE,FALSE,15297369269551,1468776767000,28.05185,-82.523137,-13,6.990028,300.799988,12,10,gps
129,FALSE,FALSE,15298371127207,1468776768000,28.051899,-82.523218,-12,8.900808,302.100006,11,10,gps
130,FALSE,FALSE,15298371127207,1468776768000,28.051899,-82.523218,-12,8.900808,302.100006,11,10,gps
131,FALSE,FALSE,15299370072415,1468776769000,28.05198,-82.523312,-11,10.822444,306.5,11,11,gps
132,FALSE,FALSE,15300370469758,1468776770000,28.052031,-82.52342,-11,11.550624,305.799988,11,11,gps
133,FALSE,FALSE,15300370469758,1468776770000,28.052031,-82.52342,-11,11.550624,305.799988,11,11,gps
134,FALSE,FALSE,15301371191893,1468776771000,28.052061,-82.523501,-10,11.161008,303.600006,11,11,gps
135,FALSE,FALSE,15301371191893,1468776771000,28.052061,-82.523501,-10,11.161008,303.600006,11,11,gps
136,FALSE,FALSE,15302370431216,1468776772000,28.05214,-82.523608,-9,12.040598,304.899994,11,11,gps
137,FALSE,FALSE,15303370439236,1468776773000,28.052211,-82.52372,-8,13.260456,305.299988,11,11,gps
138,FALSE,FALSE,15303370439236,1468776773000,28.052211,-82.52372,-8,13.260456,305.299988,11,11,gps
139,FALSE,FALSE,15304371202621,1468776774000,28.052305,-82.523842,-9,13.870032,306.899994,11,11,gps
140,FALSE,FALSE,15304371202621,1468776774000,28.052305,-82.523842,-9,13.870032,306.899994,11,11,gps
141,FALSE,FALSE,15305370791423,1468776775000,28.052385,-82.523976,-8,15.110744,306.200012,11,11,gps
142,FALSE,FALSE,15306369788297,1468776776000,28.052452,-82.524093,-7,15.25016,306.299988,11,11,gps
143,FALSE,FALSE,15306369788297,1468776776000,28.052452,-82.524093,-7,15.25016,306.299988,11,11,gps
144,FALSE,FALSE,15307368243558,1468776777000,28.052541,-82.524238,-6,16.461214,307.299988,10,11,gps
145,FALSE,FALSE,15308369647359,1468776778000,28.052641,-82.524376,-6,16.670301,307.100006,10,11,gps
146,FALSE,FALSE,15308369647359,1468776778000,28.052641,-82.524376,-6,16.670301,307.100006,10,11,gps
147,FALSE,FALSE,15308369647359,1468776778000,28.052641,-82.524376,-6,16.670301,307.100006,10,11,gps
148,FALSE,FALSE,15308369647359,1468776778000,28.052641,-82.524376,-6,16.670301,307.100006,10,11,gps
149,FALSE,FALSE,15309372331526,1468776779000,28.052753,-82.524529,-6,17.240351,308.299988,10,11,gps
150,FALSE,FALSE,15309372331526,1468776779000,28.052753,-82.524529,-6,17.240351,308.299988,10,11,gps
151,FALSE,FALSE,15310368627723,1468776780000,28.052837,-82.524675,-6,17.231405,306.299988,10,11,gps
152,FALSE,FALSE,15311367900379,1468776781000,28.052937,-82.524808,-6,17.643471,306.899994,10,11,gps
