Hillsborough Area Regional Transit_194232,Hillsborough Area Regional Transit_849,28.032698,-82.433939,Hillsborough Area Regional Transit_5509,28.03268,-82.432393,,,,,,
0,FALSE,FALSE,35833084925236,1468797302000,28.032712,-82.39605,-1,5.37269,265.799988,3,11,gps
1,FALSE,FALSE,35833084925236,1468797302000,28.032712,-82.39605,-1,5.37269,265.799988,3,11,gps
2,FALSE,FALSE,35833084925236,1468797302000,28.032712,-82.39605,-1,5.37269,265.799988,3,11,gps
3,FALSE,FALSE,35834084896486,1468797303000,28.032715,-82.396107,-3,5.72,268.5,3,11,gps
4,FALSE,FALSE,35834084896486,1468797303000,28.032715,-82.396107,-3,5.72,268.5,3,11,gps
5,FALSE,FALSE,35835087998048,1468797304000,28.032723,-82.396179,-4,6.75003,272.299988,4,11,gps
6,FALSE,FALSE,35835087998048,1468797304000,28.032723,-82.396179,-4,6.75003,272.299988,4,11,gps
7,FALSE,FALSE,35836086698308,1468797305000,28.032726,-82.396303,-3,9.541341,271.5,3,11,gps
8,FALSE,FALSE,35837084430808,1468797306000,28.032724,-82.396402,-3,10.170315,270.600006,3,11,gps
9,FALSE,FALSE,35837084430808,1468797306000,28.032724,-82.396402,-3,10.170315,270.600006,3,11,gps
10,FALSE,FALSE,35838086601172,1468797307000,28.032724,-82.396506,-4,10.480004,271.399994,3,11,gps
11,FALSE,FALSE,35838086601172,1468797307000,28.032724,-82.396506,-4,10.480004,271.399994,3,11,gps
12,FALSE,FALSE,35839087557682,1468797308000,28.032728,-82.396625,-4,11.190017,270.399994,3,11,gps
13,FALSE,FALSE,35839087557682,1468797308000,28.032728,-82.396625,-4,11.190017,270.399994,3,11,gps
14,FALSE,FALSE,35840088141431,1468797309000,28.032725,-82.396753,-4,11.600212,270.200012,3,10,gps
15,FALSE,FALSE,35840088141431,1468797309000,28.032725,-82.396753,-4,11.600212,270.200012,3,10,gps
16,FALSE,FALSE,35841086928983,1468797310000,28.032716,-82.396874,-3,11.900016,270.299988,3,10,gps
17,FALSE,FALSE,35842087192524,1468797311000,28.032728,-82.396993,-4,12.110003,271,3,10,gps
18,FALSE,FALSE,35842087192524,1468797311000,28.032728,-82.396993,-4,12.110003,271,3,10,gps
19,FALSE,FALSE,35843085884139,1468797312000,28.03273,-82.397123,-4,12.540144,270.399994,3,10,gps
20,FALSE,FALSE,35844086525076,1468797313000,28.032731,-82.397246,-3,12.67032,270.200012,3,10,gps
21,FALSE,FALSE,35844086525076,1468797313000,28.032731,-82.397246,-3,12.67032,270.200012,3,10,gps
22,FALSE,FALSE,35845086788513,1468797314000,28.032733,-82.39737,-3,12.790016,270.700012,3,10,gps
23,FALSE,FALSE,35845086788513,1468797314000,28.032733,-82.39737,-3,12.790016,270.700012,3,10,gps
24,FALSE,FALSE,35846087035179,1468797315000,28.032738,-82.397506,-5,12.840015,270.600006,3,10,gps
25,FALSE,FALSE,35846087035179,1468797315000,28.032738,-82.397506,-5,12.840015,270.600006,3,10,gps
26,FALSE,FALSE,35847085793616,1468797316000,28.032734,-82.397641,-4,12.770192,270.399994,3,10,gps
27,FALSE,FALSE,35848086097418,1468797317000,28.032731,-82.397778,-4,12.640253,270,3,10,gps
28,FALSE,FALSE,35848086097418,1468797317000,28.032731,-82.397778,-4,12.640253,270,3,10,gps
29,FALSE,FALSE,35849086318147,1468797318000,28.032733,-82.397899,-3,12.710035,270.299988,3,11,gps
30,FALSE,FALSE,35849086318147,1468797318000,28.032733,-82.397899,-3,12.710035,270.299988,3,11,gps
31,FALSE,FALSE,35850085860386,1468797319000,28.032729,-82.39803,-2,12.890098,270.299988,3,11,gps
32,FALSE,FALSE,35851086031636,1468797320000,28.032736,-82.39816,-2,12.950015,270.299988,3,11,gps
33,FALSE,FALSE,35851086031636,1468797320000,28.032736,-82.39816,-2,12.950015,270.299988,3,11,gps
34,FALSE,FALSE,35852083602573,1468797321000,28.032732,-82.398289,-1,12.970062,270.200012,3,11,gps
