Hillsborough Area Regional Transit_146237,Hillsborough Area Regional Transit_692,28.049016,-82.434526,Hillsborough Area Regional Transit_691,28.047024,-82.434526,,,,,,
0,FALSE,FALSE,46383583135024,1467844166000,28.037301,-82.434615,-21,3.480057,0.7,9,9,gps
1,FALSE,FALSE,46383583135024,1467844166196,28.037301,-82.434615,-21,3.480057,0,9,0,fused
2,FALSE,FALSE,46384586027680,1467844167195,28.03734,-82.43461,-22,3.76133,359,9,0,fused
3,FALSE,FALSE,46385585651169,1467844168000,28.037345,-82.43463,-24,3.631983,346.799988,10,9,gps
4,FALSE,FALSE,46386587163096,1467844169197,28.037364,-82.434628,-24,3.630675,353,10,0,fused
5,FALSE,FALSE,46387582937470,1467844170000,28.037404,-82.434631,-24,3.92,352,10,9,gps
6,FALSE,FALSE,46387582937470,1467844170000,28.037404,-82.434631,-24,3.92,352,10,9,gps
7,FALSE,FALSE,46388581176428,1467844171188,28.03755,-82.434629,-26,8.801841,359,9,0,fused
8,FALSE,FALSE,46389586866949,1467844172000,28.037637,-82.434641,-25,10.199494,0,9,9,gps
9,FALSE,FALSE,46390585004240,1467844173000,28.037707,-82.434629,-26,10.410389,359.899994,9,9,gps
10,FALSE,FALSE,46391587473302,1467844174197,28.037805,-82.434626,-24,10.83,359,10,0,fused
11,FALSE,FALSE,46392586143145,1467844175000,28.037895,-82.434636,-26,11.880341,359.399994,9,9,gps
12,FALSE,FALSE,46393585595333,1467844176195,28.037986,-82.434632,-30,12.080335,358,10,0,fused
13,FALSE,FALSE,46394587115801,1467844177197,28.038097,-82.434634,-28,12.590099,358,10,0,fused
14,FALSE,FALSE,46395586357571,1467844178000,28.038208,-82.434644,-29,13.480727,359.299988,10,9,gps
15,FALSE,FALSE,46396586828769,1467844179197,28.038338,-82.434638,-27,13.581193,359,10,0,fused
16,FALSE,FALSE,46397586297362,1467844180196,28.03846,-82.434642,-26,13.490181,0,9,0,fused
17,FALSE,FALSE,46398585352154,1467844181000,28.038586,-82.434639,-25,13.580059,0.6,9,9,gps
18,FALSE,FALSE,46399588053716,1467844182197,28.038712,-82.43464,-25,13.590059,0,9,0,fused
19,FALSE,FALSE,46400586560590,1467844183000,28.038845,-82.434631,-25,13.35024,0.3,9,9,gps
20,FALSE,FALSE,46401586670017,1467844184196,28.038959,-82.434632,-25,13.260739,0,10,0,fused
21,FALSE,FALSE,46402586316579,1467844185196,28.03907,-82.434632,-27,12.930016,0,9,0,fused
22,FALSE,FALSE,46402586316579,1467844185196,28.03907,-82.434632,-27,12.930016,0,9,0,fused
23,FALSE,FALSE,46403584523818,1467844186000,28.03917,-82.434636,-28,12.580064,359.5,10,9,gps
24,FALSE,FALSE,46404584659599,1467844187195,28.039283,-82.434633,-28,12.43,0,10,0,fused
25,FALSE,FALSE,46405585898453,1467844188196,28.039391,-82.434633,-29,12.054518,359,10,0,fused
26,FALSE,FALSE,46406586721057,1467844189196,28.039503,-82.434623,-29,11.840714,1,10,0,fused
27,FALSE,FALSE,46407586054181,1467844190196,28.039573,-82.434621,-30,9.253113,359,10,0,fused
28,FALSE,FALSE,46408585816629,1467844191000,28.039639,-82.434612,-29,8.601309,1.9,10,9,gps
29,FALSE,FALSE,46409586500066,1467844192196,28.03968,-82.43462,-31,7.160007,2,11,0,fused
30,FALSE,FALSE,46410587093555,1467844193198,28.039731,-82.434622,-32,6.66,2,12,0,fused
31,FALSE,FALSE,46411585128607,1467844194000,28.039724,-82.434624,-31,3.921033,5.8,12,9,gps
32,FALSE,FALSE,46412585281680,1467844195195,28.039743,-82.434624,-32,1.550032,358,11,0,fused
33,FALSE,FALSE,46413586167721,1467844196196,28.039757,-82.434633,-32,1.751828,358,10,0,fused
34,FALSE,FALSE,46414585980168,1467844197000,28.039788,-82.434632,-32,2.650076,356.700012,11,9,gps
35,FALSE,FALSE,46415584913605,1467844198195,28.039834,-82.434632,-31,5.198096,359,10,0,fused
36,FALSE,FALSE,46416584970741,1467844199194,28.039904,-82.434634,-30,6.370008,0,10,0,fused
37,FALSE,FALSE,46417583416157,1467844200000,28.03998,-82.434626,-30,7.322732,359,10,9,gps
38,FALSE,FALSE,46418580934125,1467844201189,28.040052,-82.434628,-31,7.580059,359,11,0,fused
39,FALSE,FALSE,46419583059385,1467844202192,28.040125,-82.434624,-30,7.961608,359,11,0,fused
40,FALSE,FALSE,46420587153291,1467844203197,28.040191,-82.434624,-29,7.770058,358,13,0,fused
41,FALSE,FALSE,46421587843968,1467844204198,28.040326,-82.434603,-30,9.560084,1,13,0,fused
42,FALSE,FALSE,46422586726728,1467844205000,28.04039,-82.434594,-32,8.960452,0.9,14,9,gps
43,FALSE,FALSE,46423585312248,1467844206000,28.040487,-82.434599,-32,9.99002,358.899994,12,9,gps
44,FALSE,FALSE,46423585312248,1467844206000,28.040487,-82.434599,-32,9.99002,358.899994,12,9,gps
45,FALSE,FALSE,46424585679435,1467844207196,28.040572,-82.434626,-31,10.05008,356,12,0,fused
46,FALSE,FALSE,46425585924331,1467844208194,28.040686,-82.434617,-30,10.563712,0,11,0,fused
47,FALSE,FALSE,46426585247820,1467844209195,28.040765,-82.434616,-31,9.921456,359,11,0,fused
48,FALSE,FALSE,46427585187247,1467844210195,28.04088,-82.434613,-31,10.83,0,11,0,fused
49,FALSE,FALSE,46428584111465,1467844211000,28.040985,-82.434603,-30,11.040005,359.799988,11,9,gps
50,FALSE,FALSE,46429585490631,1467844212196,28.041086,-82.434615,-29,10.891033,358,10,0,fused
51,FALSE,FALSE,46430585282506,1467844213194,28.041199,-82.434614,-29,11.030367,358,11,0,fused
52,FALSE,FALSE,46431585344276,1467844214194,28.041318,-82.4346,-29,11.550109,2,11,0,fused
53,FALSE,FALSE,46432585818130,1467844215196,28.041424,-82.434596,-28,11.580155,2,12,0,fused
54,FALSE,FALSE,46433586736567,1467844216198,28.041514,-82.43462,-28,11.180286,356,13,0,fused
55,FALSE,FALSE,46434586421827,1467844217197,28.041568,-82.434618,-27,9.670517,358,14,0,fused
56,FALSE,FALSE,46435585350421,1467844218000,28.041713,-82.434605,-28,11.300283,359,12,8,gps
57,FALSE,FALSE,46436585381462,1467844219194,28.041851,-82.434602,-26,11.970016,359,12,0,fused
58,FALSE,FALSE,46437586673701,1467844220000,28.041973,-82.4346,-25,12.261179,0.5,11,8,gps
59,FALSE,FALSE,46438585605888,1467844221000,28.04208,-82.434614,-27,12.170037,359,11,8,gps
60,FALSE,FALSE,46439585357763,1467844222196,28.042209,-82.434607,-26,12.430037,0,12,0,fused
61,FALSE,FALSE,46440587212450,1467844223196,28.042302,-82.434608,-26,12.100413,0,13,0,fused
62,FALSE,FALSE,46441584560210,1467844224000,28.042428,-82.434616,-23,12.642472,359.5,13,8,gps
63,FALSE,FALSE,46442584570210,1467844225000,28.042475,-82.434644,-25,10.94,356.899994,13,8,gps
64,FALSE,FALSE,46443584716251,1467844226193,28.042617,-82.434625,-24,11.810106,0,14,0,fused
65,FALSE,FALSE,46443584716251,1467844226193,28.042617,-82.434625,-24,11.810106,0,14,0,fused
66,FALSE,FALSE,46444585346042,1467844227195,28.042727,-82.434624,-23,11.520157,359,13,0,fused
67,FALSE,FALSE,46445584617136,1467844228000,28.042803,-82.434606,-24,11.260218,0.6,13,8,gps
68,FALSE,FALSE,46446586092969,1467844229000,28.042919,-82.434578,-25,11.420157,2.6,13,8,gps
69,FALSE,FALSE,46447586153072,1467844230196,28.042983,-82.434621,-27,10.610301,354,13,0,fused
70,FALSE,FALSE,46448588136405,1467844231198,28.043046,-82.434644,-26,9.62002,352,13,0,fused
71,FALSE,FALSE,46449587420728,1467844232000,28.043113,-82.434647,-26,9.030005,354.100006,14,8,gps
72,FALSE,FALSE,46450582003800,1467844233190,28.043129,-82.434592,-25,7.160698,6,14,0,fused
73,FALSE,FALSE,46451584677967,1467844234000,28.04323,-82.434602,-25,7.810102,3.7,14,8,gps
74,FALSE,FALSE,46452584186925,1467844235193,28.043175,-82.434632,-24,2.330086,357,12,0,fused
75,FALSE,FALSE,46453584863070,1467844236195,28.043246,-82.434631,-23,2.26,358,11,0,fused
76,FALSE,FALSE,46454586050882,1467844237195,28.043267,-82.434632,-21,1.710263,8,11,0,fused
77,FALSE,FALSE,46455584447080,1467844238000,28.043276,-82.434615,-25,0,0,11,8,gps
78,FALSE,FALSE,46456585315100,1467844239195,28.043278,-82.434613,-25,0.05,0,10,0,fused
79,FALSE,FALSE,46457584220985,1467844240000,28.043276,-82.434615,-24,0,0,10,8,gps
80,FALSE,FALSE,46458583790099,1467844241193,28.043282,-82.434619,-24,0,0,10,0,fused
81,FALSE,FALSE,46459585641245,1467844242195,28.043286,-82.434621,-23,0,0,10,0,fused
82,FALSE,FALSE,46460583589005,1467844243000,28.043293,-82.434619,-22,0,0,10,8,gps
83,FALSE,FALSE,46461584121453,1467844244000,28.043298,-82.434622,-21,0,0,10,8,gps
84,FALSE,FALSE,46462584687598,1467844245195,28.043302,-82.43462,-21,0,0,10,0,fused
85,FALSE,FALSE,46463583899420,1467844246000,28.043306,-82.43462,-21,0,0,9,8,gps
86,FALSE,FALSE,46463583899420,1467844246000,28.043306,-82.43462,-21,0,0,9,8,gps
87,FALSE,FALSE,46464585721556,1467844247196,28.043305,-82.434622,-21,0,0,9,0,fused
88,FALSE,FALSE,46465583082441,1467844248000,28.043313,-82.434622,-20,0,0,9,8,gps
89,FALSE,FALSE,46466584110826,1467844249194,28.043318,-82.434624,-20,0,0,9,0,fused
90,FALSE,FALSE,46467584351138,1467844250000,28.043317,-82.434623,-19,0,0,9,8,gps
91,FALSE,FALSE,46468583553742,1467844251000,28.043315,-82.434624,-19,0,0,9,8,gps
92,FALSE,FALSE,46469584163168,1467844252194,28.043315,-82.434623,-19,0,0,9,0,fused
93,FALSE,FALSE,46470584873012,1467844253000,28.043315,-82.434624,-19,0,0,9,8,gps
94,FALSE,FALSE,46471584185095,1467844254194,28.043315,-82.434624,-19,0,0,9,0,fused
95,FALSE,FALSE,46472582856084,1467844255000,28.043315,-82.434624,-19,0,0,9,8,gps
96,FALSE,FALSE,46473585548323,1467844256000,28.043315,-82.434623,-19,0,0,9,8,gps
97,FALSE,FALSE,46474584179833,1467844257000,28.043319,-82.434616,-19,0.310161,2.1,9,8,gps
98,FALSE,FALSE,46475585531603,1467844258196,28.043326,-82.434624,-19,1.102225,356,9,0,fused
99,FALSE,FALSE,46476585712905,1467844259000,28.043348,-82.434626,-21,2.400333,356.700012,9,8,gps
100,FALSE,FALSE,46477583251811,1467844260000,28.043388,-82.434624,-20,3.841575,358.399994,9,8,gps
101,FALSE,FALSE,46478584816811,1467844261193,28.043445,-82.434623,-22,5.070355,358,9,0,fused
102,FALSE,FALSE,46479585391237,1467844262195,28.043507,-82.434617,-22,6.100295,359,9,0,fused
103,FALSE,FALSE,46480586365977,1467844263197,28.043575,-82.434612,-23,6.700746,359,10,0,fused
104,FALSE,FALSE,46481586435195,1467844264196,28.043651,-82.434622,-25,7.870159,359,10,0,fused
105,FALSE,FALSE,46482582212747,1467844265000,28.043733,-82.434626,-25,8.880022,359.200012,10,7,gps
106,FALSE,FALSE,46483586625455,1467844266195,28.043828,-82.434624,-27,9.82,359,10,0,fused
107,FALSE,FALSE,46483586625455,1467844266195,28.043828,-82.434624,-27,9.82,359,10,0,fused
108,FALSE,FALSE,46484583008110,1467844267000,28.043927,-82.434624,-27,10.820074,359.899994,10,8,gps
109,FALSE,FALSE,46485585032016,1467844268195,28.04404,-82.434623,-27,11.213251,357,10,0,fused
110,FALSE,FALSE,46486586707693,1467844269000,28.044146,-82.434624,-28,11.811528,358,10,8,gps
111,FALSE,FALSE,46487584197224,1467844270000,28.044265,-82.434616,-28,12.740098,359.200012,10,8,gps
112,FALSE,FALSE,46488583421130,1467844271192,28.044398,-82.43461,-29,13.470004,359,10,0,fused
113,FALSE,FALSE,46489583982536,1467844272194,28.044532,-82.43462,-29,13.740091,357,10,0,fused
114,FALSE,FALSE,46490585512796,1467844273195,28.044653,-82.434616,-30,13.830004,359,10,0,fused
115,FALSE,FALSE,46491583242587,1467844274000,28.04477,-82.434621,-29,13.911585,358.5,11,8,gps
116,FALSE,FALSE,46492587809982,1467844275198,28.044907,-82.434626,-28,14.400586,358,12,0,fused
117,FALSE,FALSE,46493585538680,1467844276000,28.045038,-82.434608,-29,14.060004,1.3,12,8,gps
118,FALSE,FALSE,46494585446544,1467844277195,28.045144,-82.434613,-28,13.470015,0,13,0,fused
119,TRUE,FALSE,46495584447637,1467844278000,28.045332,-82.434608,-28,15.410029,0,11,8,gps
120,TRUE,FALSE,46496583224252,1467844279191,28.045462,-82.434599,-28,15.380159,0,11,0,fused
121,TRUE,FALSE,46497585064564,1467844280194,28.04562,-82.434608,-27,16.251356,1,11,0,fused
122,TRUE,FALSE,46498585174459,1467844281195,28.045745,-82.434609,-28,16.190153,1,11,0,fused
123,TRUE,FALSE,46499585035501,1467844282195,28.045909,-82.4346,-29,16.600002,0,10,0,fused
124,TRUE,FALSE,46500584624927,1467844283000,28.046062,-82.434604,-29,16.100079,358.799988,10,8,gps
125,TRUE,FALSE,46501584239250,1467844284193,28.046215,-82.434603,-29,16.12005,0,9,0,fused
126,TRUE,FALSE,46502584254197,1467844285194,28.046372,-82.434617,-31,16.09,0,9,0,fused
127,TRUE,FALSE,46503587454561,1467844286199,28.046521,-82.434607,-31,16.140522,0,9,0,fused
128,TRUE,FALSE,46504584200030,1467844287000,28.046653,-82.434608,-31,15.790155,1.4,9,9,gps
129,TRUE,FALSE,46504584200030,1467844287000,28.046653,-82.434608,-31,15.790155,1.4,9,9,gps
130,TRUE,FALSE,46505582093259,1467844288000,28.046787,-82.434604,-32,15.250052,0.3,10,9,gps
131,TRUE,FALSE,46506585579404,1467844289195,28.046906,-82.434606,-32,13.850361,0,10,0,fused
132,TRUE,FALSE,46507585066279,1467844290193,28.047012,-82.434624,-33,13.222178,355,11,0,fused
