USF Bull Runner_11,USF Bull Runner_203,28.058073,-82.416129,USF Bull Runner_101,28.059175,-82.413421,,,,,,
73,FALSE,FALSE,5914391086894,1468940776000,28.064976,-82.413152,-6,5.75,44,5,0,fused
74,FALSE,FALSE,5915388871009,1468940777000,28.065021,-82.41314,-7,5.5,32.5,5,11,gps
75,FALSE,FALSE,5916390302675,1468940778000,28.065075,-82.413135,-6,5.75,15,5,0,fused
76,FALSE,FALSE,5916390302675,1468940778000,28.065075,-82.413135,-6,5.75,15,5,0,fused
77,FALSE,FALSE,5917392007258,1468940779000,28.065126,-82.413136,-6,5.75,4,5,0,fused
78,FALSE,FALSE,5917392007258,1468940779000,28.065126,-82.413136,-6,5.75,4,5,0,fused
79,FALSE,FALSE,5918392704393,1468940780000,28.065186,-82.413114,-6,6.25,5,4,0,fused
80,FALSE,FALSE,5918392704393,1468940780000,28.065186,-82.413114,-6,6.25,5,4,0,fused
81,FALSE,FALSE,5919391902570,1468940781000,28.065255,-82.413118,-6,6.75,3.9,4,11,gps
82,FALSE,FALSE,5920399524653,1468940782000,28.06532,-82.413109,-7,7,3,4,0,fused
83,FALSE,FALSE,5920399524653,1468940782000,28.06532,-82.413109,-7,7,3,4,0,fused
84,FALSE,FALSE,5921395734913,1468940783000,28.065386,-82.413127,-8,7,358.799988,5,10,gps
85,FALSE,FALSE,5922390203245,1468940784000,28.065437,-82.413136,-8,6,359,4,0,fused
86,FALSE,FALSE,5922390203245,1468940784000,28.065437,-82.413136,-8,6,359,4,0,fused
87,FALSE,FALSE,5923391193922,1468940785000,28.065481,-82.413138,-8,5.25,1,5,0,fused
88,FALSE,FALSE,5923391193922,1468940785000,28.065481,-82.413138,-8,5.25,1,5,0,fused
89,FALSE,FALSE,5924391426110,1468940786000,28.065501,-82.413151,-7,3.5,358,5,0,fused
90,FALSE,FALSE,5924391426110,1468940786000,28.065501,-82.413151,-7,3.5,358,5,0,fused
91,FALSE,FALSE,5925392091369,1468940787000,28.065521,-82.413152,-7,3,2,5,0,fused
92,FALSE,FALSE,5925392091369,1468940787000,28.065521,-82.413152,-7,3,2,5,0,fused
93,FALSE,FALSE,5926389836213,1468940788000,28.065551,-82.413137,-6,3.25,9.7,5,10,gps
94,FALSE,FALSE,5927396097046,1468940789000,28.065579,-82.413117,-5,3.25,23,4,0,fused
95,FALSE,FALSE,5927396097046,1468940789000,28.065579,-82.413117,-5,3.25,23,4,0,fused
96,FALSE,FALSE,5928393836993,1468940790000,28.065615,-82.413108,-3,3.75,38.700001,4,10,gps
97,FALSE,FALSE,5929387554753,1468940791000,28.065629,-82.413052,-5,4.75,66,4,0,fused
98,FALSE,FALSE,5929387554753,1468940791000,28.065629,-82.413052,-5,4.75,66,4,0,fused
99,FALSE,FALSE,5930391491992,1468940792000,28.065635,-82.412992,-5,5.25,83,4,0,fused
100,FALSE,FALSE,5930391491992,1468940792000,28.065635,-82.412992,-5,5.25,83,4,0,fused
101,FALSE,FALSE,5931390959649,1468940793000,28.06564,-82.412919,-6,6,91,4,10,gps
102,FALSE,FALSE,5932387247304,1468940794000,28.065653,-82.412839,-10,6.5,89,5,0,fused
103,FALSE,FALSE,5932387247304,1468940794000,28.065653,-82.412839,-10,6.5,89,5,0,fused
104,FALSE,FALSE,5933389313346,1468940795000,28.065679,-82.412769,-10,6.75,81,6,0,fused
105,FALSE,FALSE,5933389313346,1468940795000,28.065679,-82.412769,-10,6.75,81,6,0,fused
106,FALSE,FALSE,5934394734803,1468940796000,28.065666,-82.412691,-10,7.25,91,7,0,fused
107,FALSE,FALSE,5934394734803,1468940796000,28.065666,-82.412691,-10,7.25,91,7,0,fused
108,FALSE,FALSE,5935396487771,1468940797000,28.06567,-82.412595,-11,7.5,90,7,0,fused
109,FALSE,FALSE,5935396487771,1468940797000,28.06567,-82.412595,-11,7.5,90,7,0,fused
110,FALSE,FALSE,5935396487771,1468940797000,28.06567,-82.412595,-11,7.5,90,7,0,fused
111,FALSE,FALSE,5936391284282,1468940798000,28.065657,-82.412524,-12,7,90.900002,6,10,gps
112,FALSE,FALSE,5937391069126,1468940799000,28.065666,-82.412447,-12,7.25,91,6,0,fused
113,FALSE,FALSE,5937391069126,1468940799000,28.065666,-82.412447,-12,7.25,91,6,0,fused
114,FALSE,FALSE,5938388711312,1468940800000,28.065672,-82.412359,-10,7.5,90,5,10,gps
115,FALSE,FALSE,5939388992198,1468940801000,28.065673,-82.412289,-10,7.25,91,5,0,fused
116,FALSE,FALSE,5939388992198,1468940801000,28.065673,-82.412289,-10,7.25,91,5,0,fused
117,FALSE,FALSE,5940399634333,1468940802000,28.065667,-82.412215,-12,7.25,91,6,0,fused
118,FALSE,FALSE,5940399634333,1468940802000,28.065667,-82.412215,-12,7.25,91,6,0,fused
119,FALSE,FALSE,5941392362613,1468940803000,28.065674,-82.412166,-13,6.75,89.199997,8,10,gps
120,FALSE,FALSE,5942387865061,1468940804000,28.065669,-82.412094,-13,7.25,90,7,0,fused
121,FALSE,FALSE,5942387865061,1468940804000,28.065669,-82.412094,-13,7.25,90,7,0,fused
122,FALSE,FALSE,5943389536727,1468940805000,28.065679,-82.411991,-14,7.75,89,7,0,fused
123,FALSE,FALSE,5943389536727,1468940805000,28.065679,-82.411991,-14,7.75,89,7,0,fused
124,FALSE,FALSE,5944390133706,1468940806000,28.065686,-82.411891,-15,7.5,92,7,0,fused
125,FALSE,FALSE,5944390133706,1468940806000,28.065686,-82.411891,-15,7.5,92,7,0,fused
126,FALSE,FALSE,5945389999435,1468940807000,28.065683,-82.411809,-17,7.75,91,7,10,gps
127,FALSE,FALSE,5946398624643,1468940808000,28.065695,-82.41172,-16,8.75,90,6,0,fused
128,FALSE,FALSE,5946398624643,1468940808000,28.065695,-82.41172,-16,8.75,90,6,0,fused
129,FALSE,FALSE,5947390034330,1468940809000,28.065697,-82.411629,-15,9.25,90.900002,6,10,gps
130,FALSE,FALSE,5948402008131,1468940810000,28.065693,-82.411557,-16,9,90,7,0,fused
131,FALSE,FALSE,5948402008131,1468940810000,28.065693,-82.411557,-16,9,90,7,0,fused
132,FALSE,FALSE,5949389300683,1468940811000,28.065697,-82.41146,-18,9.25,90.400002,5,10,gps
133,FALSE,FALSE,5950390534537,1468940812000,28.065696,-82.411372,-17,9.25,89,5,0,fused
134,FALSE,FALSE,5950390534537,1468940812000,28.065696,-82.411372,-17,9.25,89,5,0,fused
135,FALSE,FALSE,5951393286255,1468940813000,28.065686,-82.411286,-17,9,88,4,0,fused
136,FALSE,FALSE,5951393286255,1468940813000,28.065686,-82.411286,-17,9,88,4,0,fused
137,FALSE,FALSE,5952389415995,1468940814000,28.065695,-82.411193,-19,9,87.300003,4,10,gps
138,FALSE,FALSE,5953392644276,1468940815000,28.0657,-82.411095,-19,9,88,5,0,fused
139,FALSE,FALSE,5953392644276,1468940815000,28.0657,-82.411095,-19,9,88,5,0,fused
140,FALSE,FALSE,5954389963963,1468940816000,28.065703,-82.410994,-18,9,89.5,5,10,gps
141,FALSE,FALSE,5955384318545,1468940817000,28.065697,-82.410934,-18,8,91.5,6,10,gps
142,FALSE,FALSE,5955384318545,1468940817000,28.065697,-82.410934,-18,8,91.5,6,10,gps
143,FALSE,FALSE,5955384318545,1468940817000,28.065697,-82.410934,-18,8,91.5,6,10,gps
144,FALSE,FALSE,5955384318545,1468940817000,28.065697,-82.410934,-18,8,91.5,6,10,gps
145,FALSE,FALSE,5956401422243,1468940818000,28.065709,-82.410827,-19,8.5,88,7,0,fused
146,FALSE,FALSE,5956401422243,1468940818000,28.065709,-82.410827,-19,8.5,88,7,0,fused
147,FALSE,FALSE,5957391953961,1468940819000,28.065695,-82.410788,-18,6.25,88.099998,7,10,gps
148,FALSE,FALSE,5958388635941,1468940820000,28.065698,-82.410734,-20,4.5,90,6,0,fused
149,FALSE,FALSE,5958388635941,1468940820000,28.065698,-82.410734,-20,4.5,90,6,0,fused
150,FALSE,FALSE,5959399917450,1468940821000,28.065689,-82.410704,-18,3.25,91,6,0,fused
151,FALSE,FALSE,5959399917450,1468940821000,28.065689,-82.410704,-18,3.25,91,6,0,fused
152,FALSE,FALSE,5960389910731,1468940822000,28.065696,-82.410665,-19,3.25,91.300003,5,10,gps
153,FALSE,FALSE,5961393604064,1468940823000,28.065695,-82.410639,-17,3.25,90,4,0,fused
154,FALSE,FALSE,5961393604064,1468940823000,28.065695,-82.410639,-17,3.25,90,4,0,fused
155,FALSE,FALSE,5962390432866,1468940824000,28.065697,-82.410595,-18,3.5,91.099998,4,10,gps
156,FALSE,FALSE,5963387448959,1468940825000,28.065692,-82.410564,-18,3.5,89,10,0,fused
157,FALSE,FALSE,5963387448959,1468940825000,28.065692,-82.410564,-18,3.5,89,10,0,fused
158,FALSE,FALSE,5964398296146,1468940826000,28.06569,-82.410527,-18,3.75,94,10,0,fused
159,FALSE,FALSE,5964398296146,1468940826000,28.06569,-82.410527,-18,3.75,94,10,0,fused
160,FALSE,FALSE,5965390944219,1468940827000,28.06568,-82.410507,-18,3,97.599998,11,10,gps
161,FALSE,FALSE,5966394217083,1468940828000,28.065669,-82.410498,-18,2.5,107,12,0,fused
162,FALSE,FALSE,5966394217083,1468940828000,28.065669,-82.410498,-18,2.5,107,12,0,fused
163,FALSE,FALSE,5967396136665,1468940829000,28.065662,-82.410457,-18,3.25,105,13,0,fused
164,FALSE,FALSE,5967396136665,1468940829000,28.065662,-82.410457,-18,3.25,105,13,0,fused
165,FALSE,FALSE,5968409605520,1468940830000,28.065648,-82.410411,-18,3.5,108.400002,13,10,gps
166,FALSE,FALSE,5968409605520,1468940830000,28.065648,-82.410411,-18,3.5,108.400002,13,10,gps
167,FALSE,FALSE,5969390755831,1468940831000,28.065642,-82.410353,-19,4.25,101.199997,14,10,gps
168,FALSE,FALSE,5970389246092,1468940832000,28.06561,-82.410216,-19,6.75,105,14,0,fused
169,FALSE,FALSE,5970389246092,1468940832000,28.06561,-82.410216,-19,6.75,105,14,0,fused
170,FALSE,FALSE,5971388579009,1468940833000,28.065644,-82.410124,-18,7,93,14,10,gps
171,FALSE,FALSE,5972390796612,1468940834000,28.065671,-82.41007,-18,6.5,86,13,0,fused
172,FALSE,FALSE,5972390796612,1468940834000,28.065671,-82.41007,-18,6.5,86,13,0,fused
173,FALSE,FALSE,5973390716768,1468940835000,28.06565,-82.409999,-18,6.5,92,12,0,fused
174,FALSE,FALSE,5973390716768,1468940835000,28.06565,-82.409999,-18,6.5,92,12,0,fused
175,FALSE,FALSE,5974392497393,1468940836000,28.065664,-82.40985,-16,8,87,12,0,fused
176,FALSE,FALSE,5974392497393,1468940836000,28.065664,-82.40985,-16,8,87,12,0,fused
177,FALSE,FALSE,5975389350413,1468940837000,28.065655,-82.409782,-14,7.75,85,10,10,gps
178,FALSE,FALSE,5975389350413,1468940837000,28.065655,-82.409782,-14,7.75,85,10,10,gps
179,FALSE,FALSE,5975389350413,1468940837000,28.065655,-82.409782,-14,7.75,85,10,10,gps
180,FALSE,FALSE,5975389350413,1468940837000,28.065655,-82.409782,-14,7.75,85,10,10,gps
181,FALSE,FALSE,5976389860986,1468940838000,28.06567,-82.409708,-14,8,83.800003,5,10,gps
182,FALSE,FALSE,5977396219214,1468940839000,28.065684,-82.409622,-13,8,83,4,0,fused
183,FALSE,FALSE,5977396219214,1468940839000,28.065684,-82.409622,-13,8,83,4,0,fused
184,FALSE,FALSE,5978388676245,1468940840000,28.065685,-82.409557,-13,7.75,87.099998,3,7,gps
185,FALSE,FALSE,5979394316922,1468940841000,28.065687,-82.409482,-13,7.25,88,4,0,fused
186,FALSE,FALSE,5979394316922,1468940841000,28.065687,-82.409482,-13,7.25,88,4,0,fused
187,FALSE,FALSE,5980391576192,1468940842000,28.065692,-82.409428,-15,6,89.099998,4,8,gps
188,FALSE,FALSE,5981393605411,1468940843000,28.065694,-82.409386,-15,4.5,88,4,0,fused
189,FALSE,FALSE,5981393605411,1468940843000,28.065694,-82.409386,-15,4.5,88,4,0,fused
190,FALSE,FALSE,5982396602546,1468940844000,28.065706,-82.409351,-16,3.75,84,4,0,fused
191,FALSE,FALSE,5982396602546,1468940844000,28.065706,-82.409351,-16,3.75,84,4,0,fused
192,FALSE,FALSE,5983389509733,1468940845000,28.065706,-82.409316,-16,3.25,89.199997,4,8,gps
193,FALSE,FALSE,5984391557493,1468940846000,28.065714,-82.409281,-16,3,87,4,0,fused
194,FALSE,FALSE,5984391557493,1468940846000,28.065714,-82.409281,-16,3,87,4,0,fused
195,FALSE,FALSE,5985396379263,1468940847000,28.06572,-82.409243,-16,3.5,87,4,0,fused
196,FALSE,FALSE,5985396379263,1468940847000,28.06572,-82.409243,-16,3.5,87,4,0,fused
197,FALSE,FALSE,5986391079055,1468940848000,28.065713,-82.409211,-15,3.75,89.5,4,8,gps
198,FALSE,FALSE,5987396776294,1468940849000,28.065711,-82.409168,-14,4,89,3.9,0,fused
199,FALSE,FALSE,5987396776294,1468940849000,28.065711,-82.409168,-14,4,89,3.9,0,fused
200,FALSE,FALSE,5988387391970,1468940850000,28.065709,-82.409123,-13,4.5,89.900002,3,8,gps
201,FALSE,FALSE,5989392707491,1468940851000,28.065708,-82.409077,-13,5,89,3.9,0,fused
202,FALSE,FALSE,5989392707491,1468940851000,28.065708,-82.409077,-13,5,89,3.9,0,fused
203,FALSE,FALSE,5990390783843,1468940852000,28.06571,-82.409025,-12,5.25,90.099998,3,8,gps
204,FALSE,FALSE,5991389325615,1468940853000,28.065704,-82.408971,-11,5.5,89.099998,3,8,gps
205,FALSE,FALSE,5991389325615,1468940853000,28.065704,-82.408971,-11,5.5,89.099998,3,8,gps
206,FALSE,FALSE,5992390828376,1468940854000,28.065705,-82.408917,-11,5.5,92,3.9,0,fused
207,FALSE,FALSE,5992390828376,1468940854000,28.065705,-82.408917,-11,5.5,92,3.9,0,fused
208,FALSE,FALSE,5993399980771,1468940855000,28.065704,-82.408858,-10,5.75,87,3.9,0,fused
209,FALSE,FALSE,5993399980771,1468940855000,28.065704,-82.408858,-10,5.75,87,3.9,0,fused
210,FALSE,FALSE,5994391288583,1468940856000,28.065708,-82.408797,-9,6,87.199997,4,11,gps
211,FALSE,FALSE,5995393634572,1468940857000,28.0657,-82.408734,-11,6,90,4,0,fused
212,FALSE,FALSE,5995393634572,1468940857000,28.0657,-82.408734,-11,6,90,4,0,fused
213,FALSE,FALSE,5995393634572,1468940857000,28.0657,-82.408734,-11,6,90,4,0,fused
214,FALSE,FALSE,5995393634572,1468940857000,28.0657,-82.408734,-11,6,90,4,0,fused
215,FALSE,FALSE,5996388646395,1468940858000,28.065696,-82.408666,-11,6,90.5,4,11,gps
216,FALSE,FALSE,5997393171759,1468940859000,28.065692,-82.408603,-11,5.75,90,4,0,fused
217,FALSE,FALSE,5997393171759,1468940859000,28.065692,-82.408603,-11,5.75,90,4,0,fused
218,FALSE,FALSE,5998389774466,1468940860000,28.0657,-82.408552,-12,4.75,88.900002,5,10,gps
219,FALSE,FALSE,5999388119102,1468940861000,28.065703,-82.408511,-12,4.25,91,4,0,fused
220,FALSE,FALSE,5999388119102,1468940861000,28.065703,-82.408511,-12,4.25,91,4,0,fused
221,FALSE,FALSE,6000387954414,1468940862000,28.065705,-82.408477,-12,3.25,88.300003,4,10,gps
222,FALSE,FALSE,6001396802746,1468940863000,28.065706,-82.408445,-11,2.75,90,3.9,0,fused
223,FALSE,FALSE,6001396802746,1468940863000,28.065706,-82.408445,-11,2.75,90,3.9,0,fused
224,FALSE,FALSE,6002391878580,1468940864000,28.065703,-82.408424,-10,2.75,89.800003,3,11,gps
225,FALSE,FALSE,6003392366913,1468940865000,28.06571,-82.408396,-8,3,90,3.9,0,fused
226,FALSE,FALSE,6003392366913,1468940865000,28.06571,-82.408396,-8,3,90,3.9,0,fused
227,FALSE,FALSE,6004403697850,1468940866000,28.065712,-82.408363,-8,3.5,90,3.9,0,fused
228,FALSE,FALSE,6004403697850,1468940866000,28.065712,-82.408363,-8,3.5,90,3.9,0,fused
229,FALSE,FALSE,6005389795506,1468940867000,28.065712,-82.408319,-8,3.75,90.599998,3,10,gps
230,FALSE,FALSE,6006395832640,1468940868000,28.065711,-82.408281,-8,4,89,3.9,0,fused
231,FALSE,FALSE,6006395832640,1468940868000,28.065711,-82.408281,-8,4,89,3.9,0,fused
232,FALSE,FALSE,6007399829932,1468940869000,28.06572,-82.40823,-8,4.5,84,3.9,0,fused
233,FALSE,FALSE,6007399829932,1468940869000,28.06572,-82.40823,-8,4.5,84,3.9,0,fused
234,FALSE,FALSE,6008390946390,1468940870000,28.065731,-82.40818,-7,4.75,76.5,3,11,gps
235,FALSE,FALSE,6009391416494,1468940871000,28.065751,-82.408134,-8,5,66,3.9,0,fused
236,FALSE,FALSE,6009391416494,1468940871000,28.065751,-82.408134,-8,5,66,3.9,0,fused
237,FALSE,FALSE,6010390400764,1468940872000,28.065782,-82.408079,-8,5.5,54.599998,3,11,gps
238,FALSE,FALSE,6011393502847,1468940873000,28.065824,-82.408047,-8,5.25,40,3.9,0,fused
239,FALSE,FALSE,6011393502847,1468940873000,28.065824,-82.408047,-8,5.25,40,3.9,0,fused
240,FALSE,FALSE,6012393786961,1468940874000,28.065877,-82.408019,-8,6,27,4,0,fused
241,FALSE,FALSE,6012393786961,1468940874000,28.065877,-82.408019,-8,6,27,4,0,fused
242,FALSE,FALSE,6013390226805,1468940875000,28.065929,-82.408006,-8,5.75,16.5,3,11,gps
243,FALSE,FALSE,6014389613835,1468940876000,28.065983,-82.407998,-9,6.25,7,3.9,0,fused
244,FALSE,FALSE,6014389613835,1468940876000,28.065983,-82.407998,-9,6.25,7,3.9,0,fused
245,FALSE,FALSE,6015387225554,1468940877000,28.066038,-82.407999,-9,6.25,358.700012,4,11,gps
246,FALSE,FALSE,6015646000000,1468940877008,28.066038,-82.407999,0,0,0,7.364,0,fused
247,FALSE,FALSE,6015646000000,1468940877008,28.066038,-82.407999,0,0,0,7.364,0,fused
248,FALSE,FALSE,6016386048991,1468940878000,28.066089,-82.408009,-9,6.25,356.799988,3,10,gps
249,FALSE,FALSE,6017389922793,1468940879000,28.066154,-82.408022,-10,6.5,359.299988,4,10,gps
250,FALSE,FALSE,6017389922793,1468940879000,28.066154,-82.408022,-10,6.5,359.299988,4,10,gps
251,FALSE,FALSE,6018402806751,1468940880000,28.066213,-82.408011,-9,7.25,6,4,0,fused
252,FALSE,FALSE,6018402806751,1468940880000,28.066213,-82.408011,-9,7.25,6,4,0,fused
253,FALSE,FALSE,6019388925292,1468940881000,28.066281,-82.408018,-8,8,7.1,3,9,gps
254,FALSE,FALSE,6020385998781,1468940882000,28.066358,-82.408012,-9,7.75,4,3.9,0,fused
255,FALSE,FALSE,6020385998781,1468940882000,28.066358,-82.408012,-9,7.75,4,3.9,0,fused
256,FALSE,FALSE,6021391893417,1468940883000,28.066432,-82.407991,-11,8.25,8,4,0,fused
257,FALSE,FALSE,6021391893417,1468940883000,28.066432,-82.407991,-11,8.25,8,4,0,fused
258,FALSE,FALSE,6022388306541,1468940884000,28.066503,-82.407974,-11,8.5,7.2,4,8,gps
259,FALSE,FALSE,6023386055290,1468940885000,28.066582,-82.407958,-11,8.75,9,4,0,fused
260,FALSE,FALSE,6023386055290,1468940885000,28.066582,-82.407958,-11,8.75,9,4,0,fused
261,FALSE,FALSE,6024383395082,1468940886000,28.066661,-82.407944,-11,8.75,9,4,7,gps
262,FALSE,FALSE,6025386394039,1468940887000,28.066727,-82.407925,-10,8.5,9,4,0,fused
263,FALSE,FALSE,6025386394039,1468940887000,28.066727,-82.407925,-10,8.5,9,4,0,fused
264,FALSE,FALSE,6026385673570,1468940888000,28.066804,-82.407911,-11,8.5,11.2,4,8,gps
265,FALSE,FALSE,6027399961643,1468940889000,28.066881,-82.407915,-12,8.5,8,4,0,fused
266,FALSE,FALSE,6027399961643,1468940889000,28.066881,-82.407915,-12,8.5,8,4,0,fused
267,FALSE,FALSE,6028382893205,1468940890000,28.066958,-82.407902,-11,8.5,8.4,4,8,gps
268,FALSE,FALSE,6029388127581,1468940891000,28.067038,-82.407891,-12,8.25,8,3.9,0,fused
269,FALSE,FALSE,6029388127581,1468940891000,28.067038,-82.407891,-12,8.25,8,3.9,0,fused
