Hillsborough Area Regional Transit_144512,Hillsborough Area Regional Transit_4552,28.053455,-82.416369,Hillsborough Area Regional Transit_3109,28.0578,-82.415793,,,,,,
0,TRUE,FALSE,8.80685E+12,1.468E+12,28.057735,-82.415764,-11,0.75,254,3.9,0,fused
1,TRUE,FALSE,8.80702E+12,1.468E+12,28.057735,-82.415764,-11,0.75,254,3.9,0,fused
2,TRUE,FALSE,8.80798E+12,1.468E+12,28.057751,-82.415739,-9,0.75,57.700001,4,8,gps
3,TRUE,FALSE,8.80798E+12,1.468E+12,28.057751,-82.415739,-9,0.75,57.700001,4,8,gps
4,TRUE,FALSE,8.80898E+12,1.468E+12,28.057758,-82.415731,-10,0.75,57.700001,4,8,gps
5,TRUE,FALSE,8.80898E+12,1.468E+12,28.057758,-82.415731,-10,0.75,57.700001,4,8,gps
6,TRUE,FALSE,8.80998E+12,1.468E+12,28.057766,-82.415728,-9,0,0,4,9,gps
7,TRUE,FALSE,8.80998E+12,1.468E+12,28.057766,-82.415728,-9,0,0,4,9,gps
8,TRUE,FALSE,8.81098E+12,1.468E+12,28.05777,-82.415728,-10,0,0,4,7,gps
9,TRUE,FALSE,8.81098E+12,1.468E+12,28.05777,-82.415728,-10,0,0,4,7,gps
10,TRUE,FALSE,8.81199E+12,1.468E+12,28.057771,-82.415728,-9,0,0,5,7,gps
11,TRUE,FALSE,8.81199E+12,1.468E+12,28.057771,-82.415728,-9,0,0,5,7,gps
12,TRUE,FALSE,8.81199E+12,1.468E+12,28.057771,-82.415728,-9,0,0,5,7,gps
13,TRUE,FALSE,8.81199E+12,1.468E+12,28.057771,-82.415728,-9,0,0,5,7,gps
14,TRUE,FALSE,8.81299E+12,1.468E+12,28.05777,-82.415731,-10,0,0,5,8,gps
15,TRUE,FALSE,8.81399E+12,1.468E+12,28.057771,-82.415731,-10,0.25,57.700001,5,8,gps
16,TRUE,FALSE,8.81399E+12,1.468E+12,28.057771,-82.415731,-10,0.25,57.700001,5,8,gps
17,TRUE,FALSE,8.81499E+12,1.468E+12,28.057771,-82.415737,-8,0,0,5,7,gps
18,TRUE,FALSE,8.81599E+12,1.468E+12,28.057769,-82.415739,-8,0,0,6,8,gps
19,TRUE,FALSE,8.81599E+12,1.468E+12,28.057769,-82.415739,-8,0,0,6,8,gps
20,TRUE,FALSE,8.817E+12,1.468E+12,28.057768,-82.415743,-7,0,0,6,8,gps
21,TRUE,FALSE,8.817E+12,1.468E+12,28.057768,-82.415743,-7,0,0,6,8,gps
22,TRUE,FALSE,8.81799E+12,1.468E+12,28.057767,-82.415744,-8,0,0,6,8,gps
23,TRUE,FALSE,8.81899E+12,1.468E+12,28.057766,-82.415746,-7,0,0,5,8,gps
24,TRUE,FALSE,8.81899E+12,1.468E+12,28.057766,-82.415746,-7,0,0,5,8,gps
25,TRUE,FALSE,8.81998E+12,1.468E+12,28.057766,-82.415746,-7,0,0,6,8,gps
26,TRUE,FALSE,8.82098E+12,1.468E+12,28.057761,-82.415752,-7,0,0,5,7,gps
27,TRUE,FALSE,8.82098E+12,1.468E+12,28.057761,-82.415752,-7,0,0,5,7,gps
28,TRUE,FALSE,8.82199E+12,1.468E+12,28.057759,-82.415755,-8,0,0,5,7,gps
29,TRUE,FALSE,8.82199E+12,1.468E+12,28.057759,-82.415755,-8,0,0,5,7,gps
30,TRUE,FALSE,8.82298E+12,1.468E+12,28.057759,-82.415755,-8,0,0,5,7,gps
31,TRUE,FALSE,8.82399E+12,1.468E+12,28.057756,-82.415759,-7,0,0,4,6,gps
32,TRUE,FALSE,8.82399E+12,1.468E+12,28.057756,-82.415759,-7,0,0,4,6,gps
33,TRUE,FALSE,8.82499E+12,1.468E+12,28.057753,-82.41576,-8,0,0,4,7,gps
34,TRUE,FALSE,8.82499E+12,1.468E+12,28.057753,-82.41576,-8,0,0,4,7,gps
35,TRUE,FALSE,8.82599E+12,1.468E+12,28.057751,-82.415761,-9,0,0,4,7,gps
36,TRUE,FALSE,8.82599E+12,1.468E+12,28.057751,-82.415761,-9,0,0,4,7,gps
37,TRUE,FALSE,8.82699E+12,1.468E+12,28.05775,-82.415762,-8,0,0,4,7,gps
38,TRUE,FALSE,8.82798E+12,1.468E+12,28.05775,-82.415762,-8,0,0,4,7,gps
39,TRUE,FALSE,8.82798E+12,1.468E+12,28.05775,-82.415762,-8,0,0,4,7,gps
40,TRUE,FALSE,8.82899E+12,1.468E+12,28.057754,-82.415757,-9,0.5,57.700001,4,7,gps
41,TRUE,FALSE,8.82899E+12,1.468E+12,28.057754,-82.415757,-9,0.5,57.700001,4,7,gps
42,TRUE,FALSE,8.82999E+12,1.468E+12,28.057762,-82.415753,-10,0.5,57.700001,4,6,gps
43,TRUE,FALSE,8.82999E+12,1.468E+12,28.057762,-82.415753,-10,0.5,57.700001,4,6,gps
44,TRUE,FALSE,8.83099E+12,1.468E+12,28.057769,-82.415753,-9,0.5,57.700001,4,7,gps
45,TRUE,FALSE,8.83099E+12,1.468E+12,28.057769,-82.415753,-9,0.5,57.700001,4,7,gps
46,TRUE,FALSE,8.832E+12,1.468E+12,28.057774,-82.415755,-12,0.5,57.700001,4,8,gps
47,TRUE,FALSE,8.832E+12,1.468E+12,28.057774,-82.415755,-12,0.5,57.700001,4,8,gps
48,TRUE,FALSE,8.832E+12,1.468E+12,28.057774,-82.415755,-12,0.5,57.700001,4,8,gps
49,TRUE,FALSE,8.832E+12,1.468E+12,28.057774,-82.415755,-12,0.5,57.700001,4,8,gps
50,TRUE,FALSE,8.83298E+12,1.468E+12,28.057776,-82.415759,-14,0.5,57.700001,4,8,gps
51,TRUE,FALSE,8.83398E+12,1.468E+12,28.057783,-82.415768,-13,0.5,57.700001,4,8,gps
52,TRUE,FALSE,8.83398E+12,1.468E+12,28.057783,-82.415768,-13,0.5,57.700001,4,8,gps
53,TRUE,FALSE,8.835E+12,1.468E+12,28.05779,-82.415772,-13,0.5,57.700001,4,7,gps
54,TRUE,FALSE,8.835E+12,1.468E+12,28.05779,-82.415772,-13,0.5,57.700001,4,7,gps
55,TRUE,FALSE,8.83598E+12,1.468E+12,28.057794,-82.415773,-13,0.5,57.700001,5,7,gps
56,TRUE,FALSE,8.83698E+12,1.468E+12,28.057799,-82.41576,-13,1,82.800003,4,9,gps
